"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)"
"Totaal misdrijven";"2023 februari";"Waadhoeke";"      96"
"Totaal misdrijven";"2023 maart";"Waadhoeke";"      87"
"Totaal misdrijven";"2023 april";"Waadhoeke";"      62"
"Totaal misdrijven";"2023 mei";"Waadhoeke";"      98"
"Totaal misdrijven";"2023 juni";"Waadhoeke";"      74"
"Totaal misdrijven";"2023 juli";"Waadhoeke";"     118"
"Totaal misdrijven";"2023 augustus";"Waadhoeke";"      79"
"Totaal misdrijven";"2022 september";"Waalre";"      29"
"Totaal misdrijven";"2022 oktober";"Waalre";"      63"
"Totaal misdrijven";"2022 november";"Waalre";"      54"
"Totaal misdrijven";"2022 december";"Waalre";"      35"
"Totaal misdrijven";"2023 januari";"Waalre";"      51"
"Totaal misdrijven";"2023 februari";"Waalre";"      47"
"Totaal misdrijven";"2023 maart";"Waalre";"      50"
"Totaal misdrijven";"2023 april";"Waalre";"      42"
"Totaal misdrijven";"2023 mei";"Waalre";"      38"
"Totaal misdrijven";"2023 juni";"Waalre";"      30"
"Totaal misdrijven";"2023 juli";"Waalre";"      38"
"Totaal misdrijven";"2023 augustus";"Waalre";"      41"
"Totaal misdrijven";"2022 september";"Waalwijk";"     131"
"Totaal misdrijven";"2022 oktober";"Waalwijk";"     160"
"Totaal misdrijven";"2022 november";"Waalwijk";"     157"
"Totaal misdrijven";"2022 december";"Waalwijk";"     168"
"Totaal misdrijven";"2023 januari";"Waalwijk";"     154"
"Totaal misdrijven";"2023 februari";"Waalwijk";"     142"
"Totaal misdrijven";"2023 maart";"Waalwijk";"     133"
"Totaal misdrijven";"2023 april";"Waalwijk";"     139"
"Totaal misdrijven";"2023 mei";"Waalwijk";"     149"
"Totaal misdrijven";"2023 juni";"Waalwijk";"     167"
"Totaal misdrijven";"2023 juli";"Waalwijk";"     111"
"Totaal misdrijven";"2023 augustus";"Waalwijk";"     151"
"Totaal misdrijven";"2022 september";"Waddinxveen";"      85"
"Totaal misdrijven";"2022 oktober";"Waddinxveen";"      73"
"Totaal misdrijven";"2022 november";"Waddinxveen";"      78"
"Totaal misdrijven";"2022 december";"Waddinxveen";"      69"
"Totaal misdrijven";"2023 januari";"Waddinxveen";"      80"
"Totaal misdrijven";"2023 februari";"Waddinxveen";"      85"
"Totaal misdrijven";"2023 maart";"Waddinxveen";"     105"
"Totaal misdrijven";"2023 april";"Waddinxveen";"      88"
"Totaal misdrijven";"2023 mei";"Waddinxveen";"     101"
"Totaal misdrijven";"2023 juni";"Waddinxveen";"      90"
"Totaal misdrijven";"2023 juli";"Waddinxveen";"      84"
"Totaal misdrijven";"2023 augustus";"Waddinxveen";"     105"
"Totaal misdrijven";"2022 september";"Wageningen";"     123"
"Totaal misdrijven";"2022 oktober";"Wageningen";"     140"
"Totaal misdrijven";"2022 november";"Wageningen";"      86"
"Totaal misdrijven";"2022 december";"Wageningen";"     108"
"Totaal misdrijven";"2023 januari";"Wageningen";"     126"
"Totaal misdrijven";"2023 februari";"Wageningen";"     138"
"Totaal misdrijven";"2023 maart";"Wageningen";"     127"
"Totaal misdrijven";"2023 april";"Wageningen";"     109"
"Totaal misdrijven";"2023 mei";"Wageningen";"     112"
"Totaal misdrijven";"2023 juni";"Wageningen";"     113"
"Totaal misdrijven";"2023 juli";"Wageningen";"     119"
"Totaal misdrijven";"2023 augustus";"Wageningen";"      84"
"Totaal misdrijven";"2022 september";"Wassenaar";"     113"
"Totaal misdrijven";"2022 oktober";"Wassenaar";"      84"
"Totaal misdrijven";"2022 november";"Wassenaar";"      95"
"Totaal misdrijven";"2022 december";"Wassenaar";"      99"
"Totaal misdrijven";"2023 januari";"Wassenaar";"     102"
"Totaal misdrijven";"2023 februari";"Wassenaar";"      89"
"Totaal misdrijven";"2023 maart";"Wassenaar";"     101"
"Totaal misdrijven";"2023 april";"Wassenaar";"      75"
"Totaal misdrijven";"2023 mei";"Wassenaar";"     115"
"Totaal misdrijven";"2023 juni";"Wassenaar";"      96"
"Totaal misdrijven";"2023 juli";"Wassenaar";"     101"
"Totaal misdrijven";"2023 augustus";"Wassenaar";"      94"
"Totaal misdrijven";"2022 september";"Waterland";"      45"
"Totaal misdrijven";"2022 oktober";"Waterland";"      56"
"Totaal misdrijven";"2022 november";"Waterland";"      49"
"Totaal misdrijven";"2022 december";"Waterland";"      41"
"Totaal misdrijven";"2023 januari";"Waterland";"      43"
"Totaal misdrijven";"2023 februari";"Waterland";"      30"
"Totaal misdrijven";"2023 maart";"Waterland";"      40"
"Totaal misdrijven";"2023 april";"Waterland";"      35"
"Totaal misdrijven";"2023 mei";"Waterland";"      46"
"Totaal misdrijven";"2023 juni";"Waterland";"      40"
"Totaal misdrijven";"2023 juli";"Waterland";"      42"
"Totaal misdrijven";"2023 augustus";"Waterland";"      36"
"Totaal misdrijven";"2022 september";"Weert";"     217"
"Totaal misdrijven";"2022 oktober";"Weert";"     173"
"Totaal misdrijven";"2022 november";"Weert";"     188"
"Totaal misdrijven";"2022 december";"Weert";"     202"
"Totaal misdrijven";"2023 januari";"Weert";"     209"
"Totaal misdrijven";"2023 februari";"Weert";"     176"
"Totaal misdrijven";"2023 maart";"Weert";"     202"
"Totaal misdrijven";"2023 april";"Weert";"     171"
"Totaal misdrijven";"2023 mei";"Weert";"     177"
"Totaal misdrijven";"2023 juni";"Weert";"     189"
"Totaal misdrijven";"2023 juli";"Weert";"     193"
"Totaal misdrijven";"2023 augustus";"Weert";"     150"
"Totaal misdrijven";"2022 september";"West Betuwe";"     144"
"Totaal misdrijven";"2022 oktober";"West Betuwe";"     174"
"Totaal misdrijven";"2022 november";"West Betuwe";"     138"
"Totaal misdrijven";"2022 december";"West Betuwe";"     142"
"Totaal misdrijven";"2023 januari";"West Betuwe";"     160"
"Totaal misdrijven";"2023 februari";"West Betuwe";"     111"
"Totaal misdrijven";"2023 maart";"West Betuwe";"     146"
"Totaal misdrijven";"2023 april";"West Betuwe";"     147"
"Totaal misdrijven";"2023 mei";"West Betuwe";"     116"
"Totaal misdrijven";"2023 juni";"West Betuwe";"     125"
"Totaal misdrijven";"2023 juli";"West Betuwe";"     124"
"Totaal misdrijven";"2023 augustus";"West Betuwe";"     121"
"Totaal misdrijven";"2022 september";"West Maas en Waal";"      41"
"Totaal misdrijven";"2022 oktober";"West Maas en Waal";"      39"
"Totaal misdrijven";"2022 november";"West Maas en Waal";"      38"
"Totaal misdrijven";"2022 december";"West Maas en Waal";"      35"
"Totaal misdrijven";"2023 januari";"West Maas en Waal";"      36"
"Totaal misdrijven";"2023 februari";"West Maas en Waal";"      25"
"Totaal misdrijven";"2023 maart";"West Maas en Waal";"      36"
"Totaal misdrijven";"2023 april";"West Maas en Waal";"      34"
"Totaal misdrijven";"2023 mei";"West Maas en Waal";"      49"
"Totaal misdrijven";"2023 juni";"West Maas en Waal";"      41"
"Totaal misdrijven";"2023 juli";"West Maas en Waal";"      50"
"Totaal misdrijven";"2023 augustus";"West Maas en Waal";"      44"
"Totaal misdrijven";"2022 september";"Westerkwartier";"     122"
"Totaal misdrijven";"2022 oktober";"Westerkwartier";"     134"
"Totaal misdrijven";"2022 november";"Westerkwartier";"     150"
"Totaal misdrijven";"2022 december";"Westerkwartier";"     130"
"Totaal misdrijven";"2023 januari";"Westerkwartier";"     129"
"Totaal misdrijven";"2023 februari";"Westerkwartier";"      94"
"Totaal misdrijven";"2023 maart";"Westerkwartier";"     116"
"Totaal misdrijven";"2023 april";"Westerkwartier";"     100"
"Totaal misdrijven";"2023 mei";"Westerkwartier";"     138"
"Totaal misdrijven";"2023 juni";"Westerkwartier";"     145"
"Totaal misdrijven";"2023 juli";"Westerkwartier";"     119"
"Totaal misdrijven";"2023 augustus";"Westerkwartier";"     100"
"Totaal misdrijven";"2022 september";"Westerveld";"      18"
"Totaal misdrijven";"2022 oktober";"Westerveld";"      28"
"Totaal misdrijven";"2022 november";"Westerveld";"      38"
"Totaal misdrijven";"2022 december";"Westerveld";"      22"
"Totaal misdrijven";"2023 januari";"Westerveld";"      32"
"Totaal misdrijven";"2023 februari";"Westerveld";"      34"
"Totaal misdrijven";"2023 maart";"Westerveld";"      26"
"Totaal misdrijven";"2023 april";"Westerveld";"      21"
"Totaal misdrijven";"2023 mei";"Westerveld";"      25"
"Totaal misdrijven";"2023 juni";"Westerveld";"      28"
"Totaal misdrijven";"2023 juli";"Westerveld";"      24"
"Totaal misdrijven";"2023 augustus";"Westerveld";"      38"
"Totaal misdrijven";"2022 september";"Westervoort";"      43"
"Totaal misdrijven";"2022 oktober";"Westervoort";"      49"
"Totaal misdrijven";"2022 november";"Westervoort";"      36"
"Totaal misdrijven";"2022 december";"Westervoort";"      26"
"Totaal misdrijven";"2023 januari";"Westervoort";"      28"
"Totaal misdrijven";"2023 februari";"Westervoort";"      50"
"Totaal misdrijven";"2023 maart";"Westervoort";"      29"
"Totaal misdrijven";"2023 april";"Westervoort";"      48"
"Totaal misdrijven";"2023 mei";"Westervoort";"      15"
"Totaal misdrijven";"2023 juni";"Westervoort";"      31"
"Totaal misdrijven";"2023 juli";"Westervoort";"      26"
"Totaal misdrijven";"2023 augustus";"Westervoort";"      27"
"Totaal misdrijven";"2022 september";"Westerwolde";"     116"
"Totaal misdrijven";"2022 oktober";"Westerwolde";"     109"
"Totaal misdrijven";"2022 november";"Westerwolde";"      95"
"Totaal misdrijven";"2022 december";"Westerwolde";"     105"
"Totaal misdrijven";"2023 januari";"Westerwolde";"     165"
"Totaal misdrijven";"2023 februari";"Westerwolde";"     108"
"Totaal misdrijven";"2023 maart";"Westerwolde";"      93"
"Totaal misdrijven";"2023 april";"Westerwolde";"     111"
"Totaal misdrijven";"2023 mei";"Westerwolde";"     122"
"Totaal misdrijven";"2023 juni";"Westerwolde";"     106"
"Totaal misdrijven";"2023 juli";"Westerwolde";"      98"
"Totaal misdrijven";"2023 augustus";"Westerwolde";"      97"
"Totaal misdrijven";"2022 september";"Westland";"     355"
"Totaal misdrijven";"2022 oktober";"Westland";"     357"
"Totaal misdrijven";"2022 november";"Westland";"     374"
"Totaal misdrijven";"2022 december";"Westland";"     308"
"Totaal misdrijven";"2023 januari";"Westland";"     329"
"Totaal misdrijven";"2023 februari";"Westland";"     307"
"Totaal misdrijven";"2023 maart";"Westland";"     333"
"Totaal misdrijven";"2023 april";"Westland";"     303"
"Totaal misdrijven";"2023 mei";"Westland";"     305"
"Totaal misdrijven";"2023 juni";"Westland";"     306"
"Totaal misdrijven";"2023 juli";"Westland";"     354"
"Totaal misdrijven";"2023 augustus";"Westland";"     359"
"Totaal misdrijven";"2022 september";"Weststellingwerf";"      58"
"Totaal misdrijven";"2022 oktober";"Weststellingwerf";"      56"
"Totaal misdrijven";"2022 november";"Weststellingwerf";"      52"
"Totaal misdrijven";"2022 december";"Weststellingwerf";"      50"
"Totaal misdrijven";"2023 januari";"Weststellingwerf";"      66"
"Totaal misdrijven";"2023 februari";"Weststellingwerf";"      47"
"Totaal misdrijven";"2023 maart";"Weststellingwerf";"      46"
"Totaal misdrijven";"2023 april";"Weststellingwerf";"      58"
"Totaal misdrijven";"2023 mei";"Weststellingwerf";"      43"
"Totaal misdrijven";"2023 juni";"Weststellingwerf";"      42"
"Totaal misdrijven";"2023 juli";"Weststellingwerf";"      51"
"Totaal misdrijven";"2023 augustus";"Weststellingwerf";"      52"
"Totaal misdrijven";"2022 september";"Wierden";"      43"
"Totaal misdrijven";"2022 oktober";"Wierden";"      55"
"Totaal misdrijven";"2022 november";"Wierden";"     141"
"Totaal misdrijven";"2022 december";"Wierden";"      55"
"Totaal misdrijven";"2023 januari";"Wierden";"      52"
"Totaal misdrijven";"2023 februari";"Wierden";"      43"
"Totaal misdrijven";"2023 maart";"Wierden";"      54"
"Totaal misdrijven";"2023 april";"Wierden";"      38"
"Totaal misdrijven";"2023 mei";"Wierden";"      51"
"Totaal misdrijven";"2023 juni";"Wierden";"      41"
"Totaal misdrijven";"2023 juli";"Wierden";"      47"
"Totaal misdrijven";"2023 augustus";"Wierden";"      47"
"Totaal misdrijven";"2022 september";"Wijchen";"     114"
"Totaal misdrijven";"2022 oktober";"Wijchen";"     120"
"Totaal misdrijven";"2022 november";"Wijchen";"     113"
"Totaal misdrijven";"2022 december";"Wijchen";"     108"
"Totaal misdrijven";"2023 januari";"Wijchen";"     115"
"Totaal misdrijven";"2023 februari";"Wijchen";"      82"
"Totaal misdrijven";"2023 maart";"Wijchen";"     136"
"Totaal misdrijven";"2023 april";"Wijchen";"     101"
"Totaal misdrijven";"2023 mei";"Wijchen";"     103"
"Totaal misdrijven";"2023 juni";"Wijchen";"     109"
"Totaal misdrijven";"2023 juli";"Wijchen";"      94"
"Totaal misdrijven";"2023 augustus";"Wijchen";"     121"
"Totaal misdrijven";"2022 september";"Wijdemeren";"      44"
"Totaal misdrijven";"2022 oktober";"Wijdemeren";"      43"
"Totaal misdrijven";"2022 november";"Wijdemeren";"      41"
"Totaal misdrijven";"2022 december";"Wijdemeren";"      48"
"Totaal misdrijven";"2023 januari";"Wijdemeren";"      48"
"Totaal misdrijven";"2023 februari";"Wijdemeren";"      41"
"Totaal misdrijven";"2023 maart";"Wijdemeren";"      47"
"Totaal misdrijven";"2023 april";"Wijdemeren";"      52"
"Totaal misdrijven";"2023 mei";"Wijdemeren";"      51"
"Totaal misdrijven";"2023 juni";"Wijdemeren";"      62"
"Totaal misdrijven";"2023 juli";"Wijdemeren";"      50"
"Totaal misdrijven";"2023 augustus";"Wijdemeren";"      37"
"Totaal misdrijven";"2022 september";"Wijk bij Duurstede";"      42"
"Totaal misdrijven";"2022 oktober";"Wijk bij Duurstede";"      46"
"Totaal misdrijven";"2022 november";"Wijk bij Duurstede";"      31"
"Totaal misdrijven";"2022 december";"Wijk bij Duurstede";"      29"
"Totaal misdrijven";"2023 januari";"Wijk bij Duurstede";"      50"
"Totaal misdrijven";"2023 februari";"Wijk bij Duurstede";"      48"
"Totaal misdrijven";"2023 maart";"Wijk bij Duurstede";"      37"
"Totaal misdrijven";"2023 april";"Wijk bij Duurstede";"      28"
"Totaal misdrijven";"2023 mei";"Wijk bij Duurstede";"      34"
"Totaal misdrijven";"2023 juni";"Wijk bij Duurstede";"      50"
"Totaal misdrijven";"2023 juli";"Wijk bij Duurstede";"      31"
"Totaal misdrijven";"2023 augustus";"Wijk bij Duurstede";"      38"
"Totaal misdrijven";"2022 september";"Winterswijk";"      67"
"Totaal misdrijven";"2022 oktober";"Winterswijk";"     121"
"Totaal misdrijven";"2022 november";"Winterswijk";"      86"
"Totaal misdrijven";"2022 december";"Winterswijk";"     102"
"Totaal misdrijven";"2023 januari";"Winterswijk";"      87"
"Totaal misdrijven";"2023 februari";"Winterswijk";"      86"
"Totaal misdrijven";"2023 maart";"Winterswijk";"      78"
"Totaal misdrijven";"2023 april";"Winterswijk";"      85"
"Totaal misdrijven";"2023 mei";"Winterswijk";"      70"
"Totaal misdrijven";"2023 juni";"Winterswijk";"      91"
"Totaal misdrijven";"2023 juli";"Winterswijk";"      77"
"Totaal misdrijven";"2023 augustus";"Winterswijk";"     110"
"Totaal misdrijven";"2022 september";"Woensdrecht";"      56"
"Totaal misdrijven";"2022 oktober";"Woensdrecht";"      69"
"Totaal misdrijven";"2022 november";"Woensdrecht";"      54"
"Totaal misdrijven";"2022 december";"Woensdrecht";"      61"
"Totaal misdrijven";"2023 januari";"Woensdrecht";"      71"
"Totaal misdrijven";"2023 februari";"Woensdrecht";"      51"
"Totaal misdrijven";"2023 maart";"Woensdrecht";"      69"
"Totaal misdrijven";"2023 april";"Woensdrecht";"      51"
"Totaal misdrijven";"2023 mei";"Woensdrecht";"      62"
"Totaal misdrijven";"2023 juni";"Woensdrecht";"      62"
"Totaal misdrijven";"2023 juli";"Woensdrecht";"      54"
"Totaal misdrijven";"2023 augustus";"Woensdrecht";"      66"
"Totaal misdrijven";"2022 september";"Woerden";"     179"
"Totaal misdrijven";"2022 oktober";"Woerden";"     178"
"Totaal misdrijven";"2022 november";"Woerden";"     172"
"Totaal misdrijven";"2022 december";"Woerden";"     142"
"Totaal misdrijven";"2023 januari";"Woerden";"     173"
"Totaal misdrijven";"2023 februari";"Woerden";"     160"
"Totaal misdrijven";"2023 maart";"Woerden";"     180"
"Totaal misdrijven";"2023 april";"Woerden";"     172"
"Totaal misdrijven";"2023 mei";"Woerden";"     165"
"Totaal misdrijven";"2023 juni";"Woerden";"     172"
"Totaal misdrijven";"2023 juli";"Woerden";"     148"
"Totaal misdrijven";"2023 augustus";"Woerden";"     190"
"Totaal misdrijven";"2022 september";"De Wolden";"      31"
"Totaal misdrijven";"2022 oktober";"De Wolden";"      38"
"Totaal misdrijven";"2022 november";"De Wolden";"      38"
"Totaal misdrijven";"2022 december";"De Wolden";"      39"
"Totaal misdrijven";"2023 januari";"De Wolden";"      48"
"Totaal misdrijven";"2023 februari";"De Wolden";"      37"
"Totaal misdrijven";"2023 maart";"De Wolden";"      37"
"Totaal misdrijven";"2023 april";"De Wolden";"      37"
"Totaal misdrijven";"2023 mei";"De Wolden";"      45"
"Totaal misdrijven";"2023 juni";"De Wolden";"      43"
"Totaal misdrijven";"2023 juli";"De Wolden";"      47"
"Totaal misdrijven";"2023 augustus";"De Wolden";"      33"
"Totaal misdrijven";"2022 september";"Wormerland";"      20"
"Totaal misdrijven";"2022 oktober";"Wormerland";"      32"
"Totaal misdrijven";"2022 november";"Wormerland";"      48"
"Totaal misdrijven";"2022 december";"Wormerland";"      32"
"Totaal misdrijven";"2023 januari";"Wormerland";"      43"
"Totaal misdrijven";"2023 februari";"Wormerland";"      36"
"Totaal misdrijven";"2023 maart";"Wormerland";"      30"
"Totaal misdrijven";"2023 april";"Wormerland";"      47"
"Totaal misdrijven";"2023 mei";"Wormerland";"      31"
"Totaal misdrijven";"2023 juni";"Wormerland";"      24"
"Totaal misdrijven";"2023 juli";"Wormerland";"      20"
"Totaal misdrijven";"2023 augustus";"Wormerland";"      26"
"Totaal misdrijven";"2022 september";"Woudenberg";"      27"
"Totaal misdrijven";"2022 oktober";"Woudenberg";"      29"
"Totaal misdrijven";"2022 november";"Woudenberg";"      26"
"Totaal misdrijven";"2022 december";"Woudenberg";"      35"
"Totaal misdrijven";"2023 januari";"Woudenberg";"      28"
"Totaal misdrijven";"2023 februari";"Woudenberg";"      34"
"Totaal misdrijven";"2023 maart";"Woudenberg";"      24"
"Totaal misdrijven";"2023 april";"Woudenberg";"      26"
"Totaal misdrijven";"2023 mei";"Woudenberg";"      32"
"Totaal misdrijven";"2023 juni";"Woudenberg";"      47"
"Totaal misdrijven";"2023 juli";"Woudenberg";"      33"
"Totaal misdrijven";"2023 augustus";"Woudenberg";"      30"
"Totaal misdrijven";"2022 september";"Zaanstad";"     596"
"Totaal misdrijven";"2022 oktober";"Zaanstad";"     667"
"Totaal misdrijven";"2022 november";"Zaanstad";"     561"
"Totaal misdrijven";"2022 december";"Zaanstad";"     601"
