Id,crimes_count,region,year
7224,600,GM0214,2018JJ00
7230,710,GM0214,2019JJ00
7236,770,GM0214,2020JJ00
7242,705,GM0214,2021JJ00
7248,675,GM0214,2022JJ00
7254,2790,GM0381,2010JJ00
7260,2930,GM0381,2011JJ00
7266,2375,GM0381,2012JJ00
7272,2495,GM0381,2013JJ00
7278,1985,GM0381,2014JJ00
7284,1795,GM0381,2015JJ00
7332,4465,GM0502,2010JJ00
7338,4770,GM0502,2011JJ00
7344,4920,GM0502,2012JJ00
7350,4020,GM0502,2013JJ00
7356,3770,GM0502,2014JJ00
7362,3650,GM0502,2015JJ00
7368,3430,GM0502,2016JJ00
7374,3080,GM0502,2017JJ00
7380,2785,GM0502,2018JJ00
7386,2930,GM0502,2019JJ00
7392,3080,GM0502,2020JJ00
7398,2725,GM0502,2021JJ00
7404,2740,GM0502,2022JJ00
7410,2000,GM0383,2010JJ00
7416,1785,GM0383,2011JJ00
7422,1690,GM0383,2012JJ00
7428,1600,GM0383,2013JJ00
7434,1505,GM0383,2014JJ00
7440,1405,GM0383,2015JJ00
7446,1245,GM0383,2016JJ00
7452,1050,GM0383,2017JJ00
7458,980,GM0383,2018JJ00
7464,1065,GM0383,2019JJ00
7470,1055,GM0383,2020JJ00
7476,960,GM0383,2021JJ00
7482,1125,GM0383,2022JJ00
7488,1960,GM0109,2010JJ00
7494,2005,GM0109,2011JJ00
7500,1835,GM0109,2012JJ00
7506,1715,GM0109,2013JJ00
7512,1665,GM0109,2014JJ00
7518,1430,GM0109,2015JJ00
7524,1305,GM0109,2016JJ00
7530,1375,GM0109,2017JJ00
7536,1260,GM0109,2018JJ00
7542,1330,GM0109,2019JJ00
7548,1290,GM0109,2020JJ00
7554,1110,GM0109,2021JJ00
7560,1180,GM0109,2022JJ00
7566,945,GM1706,2010JJ00
7572,955,GM1706,2011JJ00
7578,1030,GM1706,2012JJ00
7584,960,GM1706,2013JJ00
7590,925,GM1706,2014JJ00
7596,860,GM1706,2015JJ00
7602,890,GM1706,2016JJ00
7608,775,GM1706,2017JJ00
7614,785,GM1706,2018JJ00
7620,825,GM1706,2019JJ00
7626,900,GM1706,2020JJ00
7632,935,GM1706,2021JJ00
7638,1000,GM1706,2022JJ00
7644,490,GM0611,2010JJ00
7650,515,GM0611,2011JJ00
7656,465,GM0611,2012JJ00
7662,445,GM0611,2013JJ00
7668,400,GM0611,2014JJ00
7674,415,GM0611,2015JJ00
7680,350,GM0611,2016JJ00
7686,335,GM0611,2017JJ00
7692,350,GM0611,2018JJ00
7722,1350,GM1684,2010JJ00
7728,1365,GM1684,2011JJ00
7734,1240,GM1684,2012JJ00
7740,1195,GM1684,2013JJ00
7746,1105,GM1684,2014JJ00
7752,1060,GM1684,2015JJ00
7758,990,GM1684,2016JJ00
7764,920,GM1684,2017JJ00
7770,875,GM1684,2018JJ00
7776,945,GM1684,2019JJ00
7782,990,GM1684,2020JJ00
7788,865,GM1684,2021JJ00
7800,2365,GM0216,2010JJ00
7806,2165,GM0216,2011JJ00
7812,2085,GM0216,2012JJ00
7818,1885,GM0216,2013JJ00
7824,1815,GM0216,2014JJ00
7830,1610,GM0216,2015JJ00
7836,1635,GM0216,2016JJ00
7842,1380,GM0216,2017JJ00
7848,960,GM0216,2018JJ00
7854,1065,GM0216,2019JJ00
7860,1330,GM0216,2020JJ00
7866,1005,GM0216,2021JJ00
7872,1025,GM0216,2022JJ00
7878,665,GM0148,2010JJ00
7884,820,GM0148,2011JJ00
7890,695,GM0148,2012JJ00
7896,700,GM0148,2013JJ00
7902,545,GM0148,2014JJ00
7908,530,GM0148,2015JJ00
7914,480,GM0148,2016JJ00
7920,400,GM0148,2017JJ00
7926,420,GM0148,2018JJ00
7932,440,GM0148,2019JJ00
7938,500,GM0148,2020JJ00
7944,480,GM0148,2021JJ00
7950,480,GM0148,2022JJ00
7956,395,GM1891,2010JJ00
7962,415,GM1891,2011JJ00
7968,425,GM1891,2012JJ00
7974,420,GM1891,2013JJ00
7980,430,GM1891,2014JJ00
7986,420,GM1891,2015JJ00
7992,400,GM1891,2016JJ00
7998,360,GM1891,2017JJ00
8004,370,GM1891,2018JJ00
8010,410,GM1891,2019JJ00
8016,400,GM1891,2020JJ00
8022,390,GM1891,2021JJ00
8028,365,GM1891,2022JJ00
8034,8675,GM0503,2010JJ00
8040,8375,GM0503,2011JJ00
8046,8035,GM0503,2012JJ00
8052,7355,GM0503,2013JJ00
8058,7190,GM0503,2014JJ00
8064,6665,GM0503,2015JJ00
8070,6580,GM0503,2016JJ00
8076,6260,GM0503,2017JJ00
8082,5680,GM0503,2018JJ00
8088,5630,GM0503,2019JJ00
8094,5450,GM0503,2020JJ00
8100,5190,GM0503,2021JJ00
8106,5680,GM0503,2022JJ00
8112,1495,GM0010,2010JJ00
8118,1240,GM0010,2011JJ00
8124,1225,GM0010,2012JJ00
8130,1030,GM0010,2013JJ00
8136,1010,GM0010,2014JJ00
8142,1015,GM0010,2015JJ00
8148,1125,GM0010,2016JJ00
8154,1005,GM0010,2017JJ00
8160,950,GM0010,2018JJ00
8166,940,GM0010,2019JJ00
8172,875,GM0010,2020JJ00
8190,1630,GM0762,2010JJ00
8196,1555,GM0762,2011JJ00
8202,1705,GM0762,2012JJ00
8208,1720,GM0762,2013JJ00
8214,1500,GM0762,2014JJ00
8220,1480,GM0762,2015JJ00
8226,1320,GM0762,2016JJ00
8232,1160,GM0762,2017JJ00
8238,1000,GM0762,2018JJ00
8244,1125,GM0762,2019JJ00
8250,1115,GM0762,2020JJ00
8256,1130,GM0762,2021JJ00
8262,1105,GM0762,2022JJ00
8268,7055,GM0150,2010JJ00
8274,7260,GM0150,2011JJ00
8280,7095,GM0150,2012JJ00
8286,6765,GM0150,2013JJ00
8292,6485,GM0150,2014JJ00
8298,5620,GM0150,2015JJ00
8304,5570,GM0150,2016JJ00
8310,5005,GM0150,2017JJ00
8316,4725,GM0150,2018JJ00
8322,4715,GM0150,2019JJ00
8328,4540,GM0150,2020JJ00
8334,4220,GM0150,2021JJ00
8340,4680,GM0150,2022JJ00
8346,1755,GM0384,2010JJ00
8352,1830,GM0384,2011JJ00
8358,1720,GM0384,2012JJ00
8364,1805,GM0384,2013JJ00
8370,1710,GM0384,2014JJ00
8376,1755,GM0384,2015JJ00
8382,1640,GM0384,2016JJ00
8388,1545,GM0384,2017JJ00
8394,1555,GM0384,2018JJ00
8400,1590,GM0384,2019JJ00
8406,1785,GM0384,2020JJ00
8412,1605,GM0384,2021JJ00
8418,1570,GM0384,2022JJ00
8496,3300,GM1980,2022JJ00
8502,715,GM1774,2010JJ00
8508,750,GM1774,2011JJ00
8514,750,GM1774,2012JJ00
8520,690,GM1774,2013JJ00
8526,535,GM1774,2014JJ00
8532,560,GM1774,2015JJ00
8538,505,GM1774,2016JJ00
8544,480,GM1774,2017JJ00
8550,425,GM1774,2018JJ00
8556,445,GM1774,2019JJ00
8562,405,GM1774,2020JJ00
8568,425,GM1774,2021JJ00
8574,540,GM1774,2022JJ00
8580,285,GM0504,2010JJ00
8586,295,GM0504,2011JJ00
8592,300,GM0504,2012JJ00
8658,660,GM0221,2010JJ00
8664,725,GM0221,2011JJ00
8670,580,GM0221,2012JJ00
8676,550,GM0221,2013JJ00
8682,495,GM0221,2014JJ00
8688,550,GM0221,2015JJ00
8694,495,GM0221,2016JJ00
8700,415,GM0221,2017JJ00
8706,375,GM0221,2018JJ00
8712,345,GM0221,2019JJ00
8718,325,GM0221,2020JJ00
8724,305,GM0221,2021JJ00
8730,305,GM0221,2022JJ00
8736,4075,GM0222,2010JJ00
8742,3675,GM0222,2011JJ00
8748,3295,GM0222,2012JJ00
8754,3180,GM0222,2013JJ00
8760,2875,GM0222,2014JJ00
8766,2610,GM0222,2015JJ00
8772,2350,GM0222,2016JJ00
8778,2180,GM0222,2017JJ00
8784,2150,GM0222,2018JJ00
8790,2330,GM0222,2019JJ00
8796,2310,GM0222,2020JJ00
8802,2310,GM0222,2021JJ00
8808,2520,GM0222,2022JJ00
8814,1180,GM0766,2010JJ00
8820,1220,GM0766,2011JJ00
8826,1165,GM0766,2012JJ00
8832,1055,GM0766,2013JJ00
8838,1705,GM0766,2014JJ00
8844,1085,GM0766,2015JJ00
8850,1050,GM0766,2016JJ00
8856,695,GM0766,2017JJ00
8862,705,GM0766,2018JJ00
8868,675,GM0766,2019JJ00
8874,755,GM0766,2020JJ00
8880,685,GM0766,2021JJ00
8886,745,GM0766,2022JJ00
8892,745,GM0058,2010JJ00
8898,835,GM0058,2011JJ00
8904,775,GM0058,2012JJ00
8910,670,GM0058,2013JJ00
8916,800,GM0058,2014JJ00
8922,585,GM0058,2015JJ00
8928,595,GM0058,2016JJ00
8934,490,GM0058,2017JJ00
8940,510,GM0058,2018JJ00
8970,10040,GM0505,2010JJ00
8976,10930,GM0505,2011JJ00
8982,10475,GM0505,2012JJ00
8988,9225,GM0505,2013JJ00
8994,8825,GM0505,2014JJ00
9000,8080,GM0505,2015JJ00
9006,7310,GM0505,2016JJ00
9012,6825,GM0505,2017JJ00
9018,6400,GM0505,2018JJ00
9024,6490,GM0505,2019JJ00
9030,6450,GM0505,2020JJ00
9036,5555,GM0505,2021JJ00
9042,6180,GM0505,2022JJ00
9048,870,GM0498,2010JJ00
9054,790,GM0498,2011JJ00
9060,740,GM0498,2012JJ00
9066,775,GM0498,2013JJ00
9072,595,GM0498,2014JJ00
9078,635,GM0498,2015JJ00
9084,510,GM0498,2016JJ00
9090,445,GM0498,2017JJ00
9096,465,GM0498,2018JJ00
9102,550,GM0498,2019JJ00
9108,535,GM0498,2020JJ00
9114,565,GM0498,2021JJ00
9120,480,GM0498,2022JJ00
9126,1065,GM1719,2010JJ00
9132,1030,GM1719,2011JJ00
9138,1140,GM1719,2012JJ00
9144,1000,GM1719,2013JJ00
9150,935,GM1719,2014JJ00
9156,960,GM1719,2015JJ00
9162,790,GM1719,2016JJ00
9168,750,GM1719,2017JJ00
9174,665,GM1719,2018JJ00
9180,755,GM1719,2019JJ00
9186,915,GM1719,2020JJ00
9192,810,GM1719,2021JJ00
9198,805,GM1719,2022JJ00
9204,2295,GM0303,2010JJ00
9210,2485,GM0303,2011JJ00
9216,2500,GM0303,2012JJ00
9222,2130,GM0303,2013JJ00
9228,1985,GM0303,2014JJ00
9234,1805,GM0303,2015JJ00
9240,1735,GM0303,2016JJ00
9246,1575,GM0303,2017JJ00
9252,1325,GM0303,2018JJ00
9258,1595,GM0303,2019JJ00
9264,1395,GM0303,2020JJ00
9270,1305,GM0303,2021JJ00
9276,1440,GM0303,2022JJ00
9282,600,GM0225,2010JJ00
9288,670,GM0225,2011JJ00
9294,700,GM0225,2012JJ00
9300,655,GM0225,2013JJ00
9306,605,GM0225,2014JJ00
9312,610,GM0225,2015JJ00
9318,680,GM0225,2016JJ00
9324,530,GM0225,2017JJ00
9330,475,GM0225,2018JJ00
9336,485,GM0225,2019JJ00
9342,495,GM0225,2020JJ00
9348,465,GM0225,2021JJ00
9354,490,GM0225,2022JJ00
9360,1440,GM0226,2010JJ00
9366,1180,GM0226,2011JJ00
9372,1315,GM0226,2012JJ00
9378,1235,GM0226,2013JJ00
9384,1075,GM0226,2014JJ00
9390,940,GM0226,2015JJ00
9396,915,GM0226,2016JJ00
9402,880,GM0226,2017JJ00
9408,870,GM0226,2018JJ00
9414,850,GM0226,2019JJ00
9420,905,GM0226,2020JJ00
9426,675,GM0226,2021JJ00
9432,765,GM0226,2022JJ00
9438,1730,GM1711,2010JJ00
9444,1825,GM1711,2011JJ00
9450,1885,GM1711,2012JJ00
9456,1695,GM1711,2013JJ00
9462,1520,GM1711,2014JJ00
9468,1450,GM1711,2015JJ00
9474,1265,GM1711,2016JJ00
9480,1160,GM1711,2017JJ00
9486,1160,GM1711,2018JJ00
9492,1180,GM1711,2019JJ00
9498,1300,GM1711,2020JJ00
9504,1225,GM1711,2021JJ00
9510,1475,GM1711,2022JJ00
9516,1210,GM0385,2010JJ00
9522,1240,GM0385,2011JJ00
9528,1105,GM0385,2012JJ00
9534,1050,GM0385,2013JJ00
9540,845,GM0385,2014JJ00
9546,825,GM0385,2015JJ00
9552,790,GM0385,2016JJ00
9558,765,GM0385,2017JJ00
9564,760,GM0385,2018JJ00
9570,875,GM0385,2019JJ00
9576,800,GM0385,2020JJ00
9582,825,GM0385,2021JJ00
9588,840,GM0385,2022JJ00
9594,7425,GM0228,2010JJ00
9600,6765,GM0228,2011JJ00
9606,6270,GM0228,2012JJ00
9612,5845,GM0228,2013JJ00
9618,5025,GM0228,2014JJ00
9624,4920,GM0228,2015JJ00
9630,5375,GM0228,2016JJ00
9636,4895,GM0228,2017JJ00
9642,4935,GM0228,2018JJ00
9648,5050,GM0228,2019JJ00
9654,4940,GM0228,2020JJ00
9660,5085,GM0228,2021JJ00
9666,4945,GM0228,2022JJ00
9672,350,GM0317,2010JJ00
9678,375,GM0317,2011JJ00
9684,355,GM0317,2012JJ00
9690,425,GM0317,2013JJ00
9696,335,GM0317,2014JJ00
9702,340,GM0317,2015JJ00
9708,345,GM0317,2016JJ00
9714,325,GM0317,2017JJ00
9720,305,GM0317,2018JJ00
9726,240,GM0317,2019JJ00
9732,290,GM0317,2020JJ00
9738,325,GM0317,2021JJ00
9744,235,GM0317,2022JJ00
9816,1735,GM1979,2021JJ00
9822,1720,GM1979,2022JJ00
9828,655,GM1651,2010JJ00
9834,625,GM1651,2011JJ00
9840,675,GM1651,2012JJ00
9846,710,GM1651,2013JJ00
9852,490,GM1651,2014JJ00
9858,410,GM1651,2015JJ00
9864,445,GM1651,2016JJ00
9870,405,GM1651,2017JJ00
9876,405,GM1651,2018JJ00
9906,980,GM0770,2010JJ00
9912,970,GM0770,2011JJ00
9918,980,GM0770,2012JJ00
9924,970,GM0770,2013JJ00
9930,800,GM0770,2014JJ00
9936,820,GM0770,2015JJ00
9942,855,GM0770,2016JJ00
9948,700,GM0770,2017JJ00
9954,685,GM0770,2018JJ00
9960,610,GM0770,2019JJ00
9966,625,GM0770,2020JJ00
9972,630,GM0770,2021JJ00
9978,665,GM0770,2022JJ00
9984,705,GM0905,2010JJ00
10068,1105,GM1903,2011JJ00
10074,1145,GM1903,2012JJ00
10080,1120,GM1903,2013JJ00
10086,995,GM1903,2014JJ00
10092,840,GM1903,2015JJ00
10098,790,GM1903,2016JJ00
10104,810,GM1903,2017JJ00
10110,820,GM1903,2018JJ00
10116,815,GM1903,2019JJ00
10122,720,GM1903,2020JJ00
10128,665,GM1903,2021JJ00
10134,655,GM1903,2022JJ00
10140,24650,GM0772,2010JJ00
10146,25595,GM0772,2011JJ00
10152,26105,GM0772,2012JJ00
10158,25745,GM0772,2013JJ00
10164,23085,GM0772,2014JJ00
10170,22200,GM0772,2015JJ00
10176,21490,GM0772,2016JJ00
10182,18630,GM0772,2017JJ00
10188,17870,GM0772,2018JJ00
10194,18780,GM0772,2019JJ00
10200,17275,GM0772,2020JJ00
10206,15375,GM0772,2021JJ00
10212,17570,GM0772,2022JJ00
10218,1020,GM0230,2010JJ00
10224,1040,GM0230,2011JJ00
10230,865,GM0230,2012JJ00
10236,875,GM0230,2013JJ00
10242,760,GM0230,2014JJ00
10248,800,GM0230,2015JJ00
10254,685,GM0230,2016JJ00
10260,595,GM0230,2017JJ00
10266,555,GM0230,2018JJ00
10272,620,GM0230,2019JJ00
10278,610,GM0230,2020JJ00
10284,675,GM0230,2021JJ00
10290,695,GM0230,2022JJ00
10296,6340,GM0114,2010JJ00
10302,6425,GM0114,2011JJ00
10308,6415,GM0114,2012JJ00
10314,5750,GM0114,2013JJ00
10320,5845,GM0114,2014JJ00
10326,5405,GM0114,2015JJ00
10332,4780,GM0114,2016JJ00
10338,4140,GM0114,2017JJ00
10344,3890,GM0114,2018JJ00
10350,4160,GM0114,2019JJ00
10356,4390,GM0114,2020JJ00
10362,4425,GM0114,2021JJ00
10368,4725,GM0114,2022JJ00
10374,1575,GM0388,2010JJ00
10380,1520,GM0388,2011JJ00
10386,1435,GM0388,2012JJ00
10392,1265,GM0388,2013JJ00
10398,1125,GM0388,2014JJ00
10404,1125,GM0388,2015JJ00
10410,970,GM0388,2016JJ00
10416,755,GM0388,2017JJ00
10422,745,GM0388,2018JJ00
10428,750,GM0388,2019JJ00
10434,780,GM0388,2020JJ00
10440,805,GM0388,2021JJ00
10446,800,GM0388,2022JJ00
10452,14485,GM0153,2010JJ00
10458,14265,GM0153,2011JJ00
10464,14430,GM0153,2012JJ00
10470,14215,GM0153,2013JJ00
10476,12455,GM0153,2014JJ00
10482,11120,GM0153,2015JJ00
10488,11020,GM0153,2016JJ00
10494,9630,GM0153,2017JJ00
10500,9000,GM0153,2018JJ00
10506,9100,GM0153,2019JJ00
10512,10210,GM0153,2020JJ00
10518,8500,GM0153,2021JJ00
10524,10150,GM0153,2022JJ00
10530,1990,GM0232,2010JJ00
10536,1720,GM0232,2011JJ00
10542,1615,GM0232,2012JJ00
10548,1440,GM0232,2013JJ00
10554,1235,GM0232,2014JJ00
10560,1195,GM0232,2015JJ00
10566,1175,GM0232,2016JJ00
10572,1160,GM0232,2017JJ00
10578,960,GM0232,2018JJ00
10584,880,GM0232,2019JJ00
10590,990,GM0232,2020JJ00
10596,915,GM0232,2021JJ00
10602,915,GM0232,2022JJ00
10608,1850,GM0233,2010JJ00
10614,1755,GM0233,2011JJ00
10620,1485,GM0233,2012JJ00
10626,1445,GM0233,2013JJ00
10632,1455,GM0233,2014JJ00
10638,1310,GM0233,2015JJ00
10644,1355,GM0233,2016JJ00
10650,1065,GM0233,2017JJ00
10656,1055,GM0233,2018JJ00
10662,1065,GM0233,2019JJ00
10668,1150,GM0233,2020JJ00
10674,955,GM0233,2021JJ00
10680,990,GM0233,2022JJ00
10686,3015,GM0777,2010JJ00
10692,2795,GM0777,2011JJ00
10698,2650,GM0777,2012JJ00
10704,2450,GM0777,2013JJ00
10710,2440,GM0777,2014JJ00
10716,2245,GM0777,2015JJ00
10722,2140,GM0777,2016JJ00
10728,1760,GM0777,2017JJ00
10734,1575,GM0777,2018JJ00
10740,1795,GM0777,2019JJ00
10746,1740,GM0777,2020JJ00
10752,1735,GM0777,2021JJ00
10758,1690,GM0777,2022JJ00
10764,180,GM1722,2010JJ00
10770,245,GM1722,2011JJ00
10776,195,GM1722,2012JJ00
10782,220,GM1722,2013JJ00
10788,190,GM1722,2014JJ00
10794,175,GM1722,2015JJ00
10800,175,GM1722,2016JJ00
10806,120,GM1722,2017JJ00
10812,135,GM1722,2018JJ00
10842,855,GM0070,2010JJ00
10848,775,GM0070,2011JJ00
10854,760,GM0070,2012JJ00
10860,745,GM0070,2013JJ00
10866,680,GM0070,2014JJ00
10872,740,GM0070,2015JJ00
10878,615,GM0070,2016JJ00
10884,485,GM0070,2017JJ00
10944,1675,GM1921,2014JJ00
10950,1595,GM1921,2015JJ00
11034,1715,GM1940,2016JJ00
11040,1435,GM1940,2017JJ00
11046,1275,GM1940,2018JJ00
11052,1365,GM1940,2019JJ00
11058,1455,GM1940,2020JJ00
11064,1290,GM1940,2021JJ00
11070,1130,GM1940,2022JJ00
11076,330,GM0653,2010JJ00
11082,345,GM0653,2011JJ00
11088,310,GM0653,2012JJ00
11094,275,GM0653,2013JJ00
11154,1195,GM0779,2010JJ00
11160,1130,GM0779,2011JJ00
11166,1120,GM0779,2012JJ00
11172,1085,GM0779,2013JJ00
11178,1000,GM0779,2014JJ00
11184,1000,GM0779,2015JJ00
11190,950,GM0779,2016JJ00
11196,925,GM0779,2017JJ00
11202,850,GM0779,2018JJ00
11208,895,GM0779,2019JJ00
11214,1020,GM0779,2020JJ00
11220,820,GM0779,2021JJ00
11226,795,GM0779,2022JJ00
11232,1550,GM0236,2010JJ00
11238,1535,GM0236,2011JJ00
11244,1570,GM0236,2012JJ00
11250,1370,GM0236,2013JJ00
11256,1420,GM0236,2014JJ00
11262,1205,GM0236,2015JJ00
11268,1180,GM0236,2016JJ00
11274,1055,GM0236,2017JJ00
11280,900,GM0236,2018JJ00
11310,2240,GM1771,2010JJ00
11316,2350,GM1771,2011JJ00
11322,2060,GM1771,2012JJ00
11328,2030,GM1771,2013JJ00
11334,2005,GM1771,2014JJ00
11340,2040,GM1771,2015JJ00
11346,1870,GM1771,2016JJ00
11352,1560,GM1771,2017JJ00
11358,1365,GM1771,2018JJ00
11364,1425,GM1771,2019JJ00
11370,1660,GM1771,2020JJ00
11376,1620,GM1771,2021JJ00
11382,1555,GM1771,2022JJ00
11388,1420,GM1652,2010JJ00
11394,1405,GM1652,2011JJ00
11400,1445,GM1652,2012JJ00
11406,1485,GM1652,2013JJ00
11412,1455,GM1652,2014JJ00
11418,1190,GM1652,2015JJ00
11424,1095,GM1652,2016JJ00
11430,1090,GM1652,2017JJ00
11436,815,GM1652,2018JJ00
11442,930,GM1652,2019JJ00
11448,970,GM1652,2020JJ00
11454,1000,GM1652,2021JJ00
11460,1005,GM1652,2022JJ00
11466,855,GM0907,2010JJ00
11472,920,GM0907,2011JJ00
11478,895,GM0907,2012JJ00
11484,740,GM0907,2013JJ00
11490,675,GM0907,2014JJ00
11496,715,GM0907,2015JJ00
11502,580,GM0907,2016JJ00
11508,515,GM0907,2017JJ00
11514,440,GM0907,2018JJ00
11520,540,GM0907,2019JJ00
11526,545,GM0907,2020JJ00
11532,575,GM0907,2021JJ00
11538,625,GM0907,2022JJ00
11544,370,GM0689,2010JJ00
11550,390,GM0689,2011JJ00
11556,445,GM0689,2012JJ00
11562,440,GM0689,2013JJ00
11568,385,GM0689,2014JJ00
11574,450,GM0689,2015JJ00
11580,390,GM0689,2016JJ00
11586,325,GM0689,2017JJ00
11592,305,GM0689,2018JJ00
11622,1460,GM0784,2010JJ00
11628,1670,GM0784,2011JJ00
11634,1515,GM0784,2012JJ00
11640,1415,GM0784,2013JJ00
11646,1335,GM0784,2014JJ00
11652,1325,GM0784,2015JJ00
11658,1245,GM0784,2016JJ00
11664,995,GM0784,2017JJ00
11670,1020,GM0784,2018JJ00
11676,1060,GM0784,2019JJ00
11682,1065,GM0784,2020JJ00
11688,1035,GM0784,2021JJ00
11694,1125,GM0784,2022JJ00
11700,525,GM0511,2010JJ00
11706,595,GM0511,2011JJ00
11712,530,GM0511,2012JJ00
11796,1825,GM1924,2013JJ00
11802,1740,GM1924,2014JJ00
11808,1620,GM1924,2015JJ00
11814,1470,GM1924,2016JJ00
11820,1250,GM1924,2017JJ00
11826,1215,GM1924,2018JJ00
11832,1350,GM1924,2019JJ00
11838,1405,GM1924,2020JJ00
11844,1465,GM1924,2021JJ00
11850,1575,GM1924,2022JJ00
11856,2625,GM0664,2010JJ00
11862,2765,GM0664,2011JJ00
11868,2600,GM0664,2012JJ00
11874,2365,GM0664,2013JJ00
11880,2175,GM0664,2014JJ00
11886,2060,GM0664,2015JJ00
11892,2025,GM0664,2016JJ00
11898,1595,GM0664,2017JJ00
11904,1645,GM0664,2018JJ00
11910,1790,GM0664,2019JJ00
11916,1710,GM0664,2020JJ00
11922,1745,GM0664,2021JJ00
11928,1820,GM0664,2022JJ00
11934,1190,GM0785,2010JJ00
11940,1195,GM0785,2011JJ00
11946,1060,GM0785,2012JJ00
11952,970,GM0785,2013JJ00
11958,910,GM0785,2014JJ00
11964,860,GM0785,2015JJ00
11970,780,GM0785,2016JJ00
11976,660,GM0785,2017JJ00
11982,665,GM0785,2018JJ00
11988,730,GM0785,2019JJ00
11994,790,GM0785,2020JJ00
12000,780,GM0785,2021JJ00
12006,735,GM0785,2022JJ00
12048,3035,GM1942,2016JJ00
12054,2770,GM1942,2017JJ00
12060,2915,GM1942,2018JJ00
12066,3070,GM1942,2019JJ00
12072,2855,GM1942,2020JJ00
12078,2590,GM1942,2021JJ00
12084,2445,GM1942,2022JJ00
12090,2505,GM0512,2010JJ00
12096,2545,GM0512,2011JJ00
12102,2525,GM0512,2012JJ00
12108,2355,GM0512,2013JJ00
12114,2185,GM0512,2014JJ00
12120,2225,GM0512,2015JJ00
12126,2015,GM0512,2016JJ00
12132,1690,GM0512,2017JJ00
12138,1510,GM0512,2018JJ00
12144,1720,GM0512,2019JJ00
12150,1850,GM0512,2020JJ00
12156,1560,GM0512,2021JJ00
12162,1460,GM0512,2022JJ00
12168,6700,GM0513,2010JJ00
12174,7120,GM0513,2011JJ00
12180,6530,GM0513,2012JJ00
12186,6215,GM0513,2013JJ00
12192,6245,GM0513,2014JJ00
12198,5165,GM0513,2015JJ00
12204,4935,GM0513,2016JJ00
12210,4185,GM0513,2017JJ00
12216,3990,GM0513,2018JJ00
12222,3975,GM0513,2019JJ00
12228,3810,GM0513,2020JJ00
12234,3435,GM0513,2021JJ00
12240,3615,GM0513,2022JJ00
12246,245,GM0693,2010JJ00
12252,275,GM0693,2011JJ00
12258,340,GM0693,2012JJ00
12324,280,GM0365,2010JJ00
12330,245,GM0365,2011JJ00
12336,230,GM0365,2012JJ00
12342,225,GM0365,2013JJ00
12348,185,GM0365,2014JJ00
12402,580,GM0786,2010JJ00
12408,540,GM0786,2011JJ00
12414,565,GM0786,2012JJ00
12420,575,GM0786,2013JJ00
12426,455,GM0786,2014JJ00
12432,470,GM0786,2015JJ00
12438,505,GM0786,2016JJ00
12444,445,GM0786,2017JJ00
12450,540,GM0786,2018JJ00
12456,535,GM0786,2019JJ00
12462,510,GM0786,2020JJ00
12468,380,GM0786,2021JJ00
12480,58085,GM0518,2010JJ00
12486,57020,GM0518,2011JJ00
12492,53460,GM0518,2012JJ00
12498,51410,GM0518,2013JJ00
12504,49360,GM0518,2014JJ00
12510,45920,GM0518,2015JJ00
12516,43185,GM0518,2016JJ00
12522,37965,GM0518,2017JJ00
12528,34960,GM0518,2018JJ00
12534,37370,GM0518,2019JJ00
12540,37515,GM0518,2020JJ00
12546,35795,GM0518,2021JJ00
12552,37475,GM0518,2022JJ00
12558,915,GM0241,2010JJ00
12564,945,GM0241,2011JJ00
12570,980,GM0241,2012JJ00
12576,915,GM0241,2013JJ00
12582,820,GM0241,2014JJ00
12588,1330,GM0241,2015JJ00
12636,19535,GM0014,2010JJ00
12642,18500,GM0014,2011JJ00
12648,18245,GM0014,2012JJ00
12654,18535,GM0014,2013JJ00
12660,16760,GM0014,2014JJ00
12666,16440,GM0014,2015JJ00
12672,16480,GM0014,2016JJ00
12678,13850,GM0014,2017JJ00
12684,12975,GM0014,2018JJ00
12690,13745,GM0014,2019JJ00
12696,12555,GM0014,2020JJ00
12702,11495,GM0014,2021JJ00
12708,13455,GM0014,2022JJ00
12714,305,GM0015,2010JJ00
12720,305,GM0015,2011JJ00
12726,330,GM0015,2012JJ00
12732,320,GM0015,2013JJ00
12738,260,GM0015,2014JJ00
12744,225,GM0015,2015JJ00
12750,215,GM0015,2016JJ00
12756,155,GM0015,2017JJ00
12762,205,GM0015,2018JJ00
12792,750,GM1729,2010JJ00
12798,685,GM1729,2011JJ00
12804,660,GM1729,2012JJ00
12810,735,GM1729,2013JJ00
12816,525,GM1729,2014JJ00
12822,545,GM1729,2015JJ00
12828,540,GM1729,2016JJ00
12834,480,GM1729,2017JJ00
12840,430,GM1729,2018JJ00
12846,460,GM1729,2019JJ00
12852,525,GM1729,2020JJ00
12858,440,GM1729,2021JJ00
12864,475,GM1729,2022JJ00
12870,1010,GM0158,2010JJ00
12876,1000,GM0158,2011JJ00
12882,990,GM0158,2012JJ00
12888,880,GM0158,2013JJ00
12894,815,GM0158,2014JJ00
12900,620,GM0158,2015JJ00
12906,610,GM0158,2016JJ00
12912,555,GM0158,2017JJ00
12918,610,GM0158,2018JJ00
12924,625,GM0158,2019JJ00
12930,600,GM0158,2020JJ00
12936,530,GM0158,2021JJ00
12942,555,GM0158,2022JJ00
12948,495,GM0788,2010JJ00
12954,525,GM0788,2011JJ00
