region_code,period,population
GM0080,2018-05,122377.0
GM0080,2018-06,122212.0
GM0080,2018-07,122026.0
GM0080,2018-08,122680.0
GM0080,2018-09,122911.0
GM0080,2018-10,122994.0
GM0080,2018-11,123062.0
GM0080,2018-12,123107.0
GM0080,2019-01,123000.0
GM0080,2019-02,123092.0
GM0080,2019-03,123091.0
GM0080,2019-04,123070.0
GM0080,2019-05,123010.0
GM0080,2019-06,122905.0
GM0080,2019-07,122844.0
GM0080,2019-08,123557.0
GM0080,2019-09,124087.0
GM0080,2019-10,124146.0
GM0080,2019-11,124182.0
GM0080,2019-12,124084.0
GM0080,2020-01,123925.0
GM0080,2020-02,124044.0
GM0080,2020-03,124035.0
GM0080,2020-04,124015.0
GM0080,2020-05,123900.0
GM0080,2020-06,123700.0
GM0080,2020-07,123614.0
GM0080,2020-08,124015.0
GM0080,2020-09,124343.0
GM0080,2020-10,124432.0
GM0080,2020-11,124513.0
GM0080,2020-12,124481.0
GM0080,2021-01,124456.0
GM0080,2021-02,124495.0
GM0080,2021-03,124564.0
GM0080,2021-04,124590.0
GM0080,2021-05,124567.0
GM0080,2021-06,124626.0
GM0080,2021-07,124675.0
GM0080,2021-08,125142.0
GM0080,2021-09,125488.0
GM0080,2021-10,125564.0
GM0080,2021-11,125626.0
GM0080,2021-12,125504.0
GM0080,2022-01,125511.0
GM0080,2022-02,125681.0
GM0080,2022-03,125898.0
GM0080,2022-04,126201.0
GM0080,2022-05,126276.0
GM0080,2022-06,126179.0
GM0080,2022-07,126038.0
GM0080,2022-08,126617.0
GM0080,2022-09,127028.0
GM0080,2022-10,127218.0
GM0080,2022-11,127161.0
GM0080,2022-12,127073.0
GM0080,2023-01,127049.0
GM0080,2023-02,127184.0
GM0080,2023-03,127278.0
GM0080,2023-04,127348.0
GM0080,2023-05,127416.0
GM0080,2023-06,127451.0
GM0080,2023-07,127429.0
GM0080,2023-08,128077.0
GM0080,2023-09,128701.0
GM0081,2002-01,10683.0
GM0081,2002-02,10676.0
GM0081,2002-03,10671.0
GM0081,2002-04,10675.0
GM0081,2002-05,10690.0
GM0081,2002-06,10680.0
GM0081,2002-07,10690.0
GM0081,2002-08,10689.0
GM0081,2002-09,10684.0
GM0081,2002-10,10679.0
GM0081,2002-11,10654.0
GM0081,2002-12,10636.0
GM0081,2003-01,10645.0
GM0081,2003-02,10622.0
GM0081,2003-03,10618.0
GM0081,2003-04,10623.0
GM0081,2003-05,10628.0
GM0081,2003-06,10617.0
GM0081,2003-07,10619.0
GM0081,2003-08,10598.0
GM0081,2003-09,10593.0
GM0081,2003-10,10577.0
GM0081,2003-11,10579.0
GM0081,2003-12,10600.0
GM0081,2004-01,10583.0
GM0081,2004-02,10596.0
GM0081,2004-03,10586.0
GM0081,2004-04,10604.0
GM0081,2004-05,10602.0
GM0081,2004-06,10586.0
GM0081,2004-07,10607.0
GM0081,2004-08,10610.0
GM0081,2004-09,10589.0
GM0081,2004-10,10568.0
GM0081,2004-11,10559.0
GM0081,2004-12,10543.0
GM0081,2005-01,10549.0
GM0081,2005-02,10538.0
GM0081,2005-03,10552.0
GM0081,2005-04,10544.0
GM0081,2005-05,10550.0
GM0081,2005-06,10550.0
GM0081,2005-07,10541.0
GM0081,2005-08,10526.0
GM0081,2005-09,10512.0
GM0081,2005-10,10513.0
GM0081,2005-11,10511.0
GM0081,2005-12,10493.0
GM0081,2006-01,10489.0
GM0081,2006-02,10476.0
GM0081,2006-03,10450.0
GM0081,2006-04,10426.0
GM0081,2006-05,10408.0
GM0081,2006-06,10397.0
GM0081,2006-07,10365.0
GM0081,2006-08,10368.0
GM0081,2006-09,10374.0
GM0081,2006-10,10350.0
GM0081,2006-11,10384.0
GM0081,2006-12,10412.0
GM0081,2007-01,10400.0
GM0081,2007-02,10408.0
GM0081,2007-03,10399.0
GM0081,2007-04,10421.0
GM0081,2007-05,10391.0
GM0081,2007-06,10407.0
GM0081,2007-07,10412.0
GM0081,2007-08,10405.0
GM0081,2007-09,10402.0
GM0081,2007-10,10401.0
GM0081,2007-11,10399.0
GM0081,2007-12,10383.0
GM0081,2008-01,10369.0
GM0081,2008-02,10361.0
GM0081,2008-03,10359.0
GM0081,2008-04,10349.0
GM0081,2008-05,10333.0
GM0081,2008-06,10332.0
GM0081,2008-07,10354.0
GM0081,2008-08,10357.0
GM0081,2008-09,10339.0
GM0081,2008-10,10353.0
GM0081,2008-11,10368.0
GM0081,2008-12,10358.0
GM0081,2009-01,10358.0
GM0081,2009-02,10389.0
GM0081,2009-03,10396.0
GM0081,2009-04,10409.0
GM0081,2009-05,10410.0
GM0081,2009-06,10420.0
GM0081,2009-07,10404.0
GM0081,2009-08,10409.0
GM0081,2009-09,10413.0
GM0081,2009-10,10412.0
GM0081,2009-11,10410.0
GM0081,2009-12,10435.0
GM0081,2010-01,10445.0
GM0081,2010-02,10462.0
GM0081,2010-03,10473.0
GM0081,2010-04,10474.0
GM0081,2010-05,10475.0
GM0081,2010-06,10452.0
GM0081,2010-07,10450.0
GM0081,2010-08,10443.0
GM0081,2010-09,10433.0
GM0081,2010-10,10415.0
GM0081,2010-11,10399.0
GM0081,2010-12,10377.0
GM0081,2011-01,10380.0
GM0081,2011-02,10372.0
GM0081,2011-03,10381.0
GM0081,2011-04,10371.0
GM0081,2011-05,10364.0
GM0081,2011-06,10346.0
GM0081,2011-07,10345.0
GM0081,2011-08,10347.0
GM0081,2011-09,10350.0
GM0081,2011-10,10350.0
GM0081,2011-11,10356.0
GM0081,2011-12,10332.0
GM0081,2012-01,10344.0
GM0081,2012-02,10332.0
GM0081,2012-03,10321.0
GM0081,2012-04,10337.0
GM0081,2012-05,10339.0
GM0081,2012-06,10344.0
GM0081,2012-07,10346.0
GM0081,2012-08,10325.0
GM0081,2012-09,10313.0
GM0081,2012-10,10321.0
GM0081,2012-11,10317.0
GM0081,2012-12,10314.0
GM0081,2013-01,10339.0
GM0081,2013-02,10345.0
GM0081,2013-03,10318.0
GM0081,2013-04,10323.0
GM0081,2013-05,10317.0
GM0081,2013-06,10329.0
GM0081,2013-07,10315.0
GM0081,2013-08,10291.0
GM0081,2013-09,10306.0
GM0081,2013-10,10296.0
GM0081,2013-11,10302.0
GM0081,2013-12,10278.0
GM0081,2014-01,10273.0
GM0081,2014-02,10250.0
GM0081,2014-03,10266.0
GM0081,2014-04,10283.0
GM0081,2014-05,10264.0
GM0081,2014-06,10256.0
GM0081,2014-07,10264.0
GM0081,2014-08,10257.0
GM0081,2014-09,10249.0
GM0081,2014-10,10241.0
GM0081,2014-11,10222.0
GM0081,2014-12,10221.0
GM0081,2015-01,10205.0
GM0081,2015-02,10190.0
GM0081,2015-03,10180.0
GM0081,2015-04,10174.0
GM0081,2015-05,10186.0
GM0081,2015-06,10190.0
GM0081,2015-07,10193.0
GM0081,2015-08,10205.0
GM0081,2015-09,10195.0
GM0081,2015-10,10171.0
GM0081,2015-11,10180.0
GM0081,2015-12,10175.0
GM0081,2016-01,10175.0
GM0081,2016-02,10163.0
GM0081,2016-03,10164.0
GM0081,2016-04,10158.0
GM0081,2016-05,10132.0
GM0081,2016-06,10127.0
GM0081,2016-07,10125.0
GM0081,2016-08,10141.0
GM0081,2016-09,10129.0
GM0081,2016-10,10120.0
GM0081,2016-11,10130.0
GM0081,2016-12,10108.0
GM0081,2017-01,10104.0
GM0081,2017-02,10102.0
GM0081,2017-03,10093.0
GM0081,2017-04,10093.0
GM0081,2017-05,10115.0
GM0081,2017-06,10129.0
GM0081,2017-07,10141.0
GM0081,2017-08,10132.0
GM0081,2017-09,10124.0
GM0081,2017-10,10116.0
GM0081,2017-11,10079.0
GM0081,2017-12,10079.0
GM0081,2018-01,
GM0081,2018-02,
GM0081,2018-03,
GM0081,2018-04,
GM0081,2018-05,
GM0081,2018-06,
GM0081,2018-07,
GM0081,2018-08,
GM0081,2018-09,
GM0081,2018-10,
GM0081,2018-11,
GM0081,2018-12,
GM0081,2019-01,
GM0081,2019-02,
GM0081,2019-03,
GM0081,2019-04,
GM0081,2019-05,
GM0081,2019-06,
GM0081,2019-07,
GM0081,2019-08,
GM0081,2019-09,
GM0081,2019-10,
GM0081,2019-11,
GM0081,2019-12,
GM0081,2020-01,
GM0081,2020-02,
GM0081,2020-03,
GM0081,2020-04,
GM0081,2020-05,
GM0081,2020-06,
GM0081,2020-07,
GM0081,2020-08,
GM0081,2020-09,
GM0081,2020-10,
GM0081,2020-11,
GM0081,2020-12,
GM0081,2021-01,
GM0081,2021-02,
GM0081,2021-03,
GM0081,2021-04,
GM0081,2021-05,
GM0081,2021-06,
GM0081,2021-07,
GM0081,2021-08,
GM0081,2021-09,
GM0081,2021-10,
GM0081,2021-11,
GM0081,2021-12,
GM0081,2022-01,
GM0081,2022-02,
GM0081,2022-03,
GM0081,2022-04,
GM0081,2022-05,
GM0081,2022-06,
GM0081,2022-07,
GM0081,2022-08,
GM0081,2022-09,
GM0081,2022-10,
GM0081,2022-11,
GM0081,2022-12,
GM0081,2023-01,
GM0081,2023-02,
GM0081,2023-03,
GM0081,2023-04,
GM0081,2023-05,
GM0081,2023-06,
GM0081,2023-07,
GM0081,2023-08,
GM0081,2023-09,
GM0546,2002-01,117127.0
GM0546,2002-02,117132.0
GM0546,2002-03,117082.0
GM0546,2002-04,117042.0
GM0546,2002-05,117010.0
GM0546,2002-06,116940.0
GM0546,2002-07,117021.0
GM0546,2002-08,117247.0
GM0546,2002-09,117564.0
GM0546,2002-10,117724.0
GM0546,2002-11,117780.0
GM0546,2002-12,117689.0
GM0546,2003-01,117710.0
GM0546,2003-02,117894.0
GM0546,2003-03,117963.0
GM0546,2003-04,118049.0
GM0546,2003-05,118020.0
GM0546,2003-06,118124.0
GM0546,2003-07,118056.0
GM0546,2003-08,118189.0
GM0546,2003-09,118616.0
GM0546,2003-10,118774.0
GM0546,2003-11,118764.0
GM0546,2003-12,118702.0
GM0546,2004-01,118615.0
GM0546,2004-02,118612.0
GM0546,2004-03,118311.0
GM0546,2004-04,118219.0
GM0546,2004-05,118186.0
GM0546,2004-06,118138.0
GM0546,2004-07,118028.0
GM0546,2004-08,118091.0
GM0546,2004-09,118416.0
GM0546,2004-10,118591.0
GM0546,2004-11,118615.0
GM0546,2004-12,118563.0
GM0546,2005-01,118512.0
GM0546,2005-02,118449.0
GM0546,2005-03,118414.0
GM0546,2005-04,118350.0
GM0546,2005-05,118346.0
GM0546,2005-06,118182.0
GM0546,2005-07,118043.0
GM0546,2005-08,118023.0
GM0546,2005-09,118344.0
GM0546,2005-10,118210.0
GM0546,2005-11,118247.0
GM0546,2005-12,118069.0
GM0546,2006-01,118016.0
GM0546,2006-02,117896.0
GM0546,2006-03,117791.0
GM0546,2006-04,117568.0
GM0546,2006-05,117430.0
GM0546,2006-06,117303.0
GM0546,2006-07,117194.0
GM0546,2006-08,117170.0
GM0546,2006-09,117656.0
GM0546,2006-10,117632.0
GM0546,2006-11,117516.0
GM0546,2006-12,117485.0
GM0546,2007-01,117500.0
GM0546,2007-02,117554.0
GM0546,2007-03,117455.0
GM0546,2007-04,117407.0
GM0546,2007-05,117304.0
GM0546,2007-06,117195.0
GM0546,2007-07,116839.0
GM0546,2007-08,116804.0
GM0546,2007-09,117225.0
GM0546,2007-10,117178.0
GM0546,2007-11,117027.0
GM0546,2007-12,116878.0
GM0546,2008-01,116726.0
GM0546,2008-02,116624.0
GM0546,2008-03,116592.0
GM0546,2008-04,116563.0
GM0546,2008-05,116549.0
GM0546,2008-06,116473.0
GM0546,2008-07,116410.0
GM0546,2008-08,116303.0
GM0546,2008-09,116651.0
GM0546,2008-10,116707.0
GM0546,2008-11,116822.0
GM0546,2008-12,116787.0
GM0546,2009-01,116735.0
GM0546,2009-02,116872.0
GM0546,2009-03,116962.0
GM0546,2009-04,116849.0
GM0546,2009-05,116790.0
GM0546,2009-06,116754.0
GM0546,2009-07,116714.0
GM0546,2009-08,116786.0
GM0546,2009-09,117188.0
GM0546,2009-10,117309.0
GM0546,2009-11,117244.0
GM0546,2009-12,117123.0
GM0546,2010-01,117140.0
GM0546,2010-02,117108.0
GM0546,2010-03,117102.0
GM0546,2010-04,117112.0
GM0546,2010-05,117126.0
GM0546,2010-06,117079.0
GM0546,2010-07,116997.0
GM0546,2010-08,117231.0
GM0546,2010-09,117726.0
GM0546,2010-10,117939.0
GM0546,2010-11,118007.0
GM0546,2010-12,117915.0
GM0546,2011-01,117988.0
GM0546,2011-02,117936.0
GM0546,2011-03,117894.0
GM0546,2011-04,117862.0
GM0546,2011-05,117839.0
GM0546,2011-06,117781.0
GM0546,2011-07,117704.0
GM0546,2011-08,117893.0
GM0546,2011-09,118368.0
GM0546,2011-10,118412.0
GM0546,2011-11,118729.0
GM0546,2011-12,118748.0
GM0546,2012-01,118657.0
GM0546,2012-02,118904.0
GM0546,2012-03,119063.0
GM0546,2012-04,119036.0
GM0546,2012-05,118938.0
GM0546,2012-06,118882.0
GM0546,2012-07,118837.0
GM0546,2012-08,118971.0
GM0546,2012-09,119573.0
GM0546,2012-10,119697.0
GM0546,2012-11,119825.0
GM0546,2012-12,119800.0
GM0546,2013-01,119811.0
GM0546,2013-02,119996.0
GM0546,2013-03,120075.0
GM0546,2013-04,120127.0
GM0546,2013-05,120099.0
GM0546,2013-06,120064.0
GM0546,2013-07,119990.0
GM0546,2013-08,120162.0
GM0546,2013-09,121001.0
GM0546,2013-10,121256.0
GM0546,2013-11,121253.0
GM0546,2013-12,121163.0
GM0546,2014-01,121192.0
GM0546,2014-02,121380.0
GM0546,2014-03,121335.0
GM0546,2014-04,121311.0
GM0546,2014-05,121196.0
GM0546,2014-06,121058.0
GM0546,2014-07,120882.0
GM0546,2014-08,120936.0
GM0546,2014-09,121644.0
GM0546,2014-10,121793.0
GM0546,2014-11,121795.0
GM0546,2014-12,121562.0
GM0546,2015-01,121514.0
GM0546,2015-02,121637.0
GM0546,2015-03,121755.0
GM0546,2015-04,121891.0
GM0546,2015-05,121824.0
GM0546,2015-06,121766.0
GM0546,2015-07,121685.0
GM0546,2015-08,121863.0
GM0546,2015-09,122452.0
GM0546,2015-10,122517.0
GM0546,2015-11,122687.0
GM0546,2015-12,122561.0
GM0546,2016-01,122676.0
GM0546,2016-02,122792.0
GM0546,2016-03,122866.0
GM0546,2016-04,122933.0
GM0546,2016-05,122903.0
GM0546,2016-06,122893.0
GM0546,2016-07,122699.0
GM0546,2016-08,122946.0
GM0546,2016-09,123719.0
GM0546,2016-10,123822.0
GM0546,2016-11,123711.0
GM0546,2016-12,123661.0
GM0546,2017-01,123571.0
GM0546,2017-02,123702.0
GM0546,2017-03,123773.0
GM0546,2017-04,124005.0
GM0546,2017-05,124083.0
GM0546,2017-06,123969.0
GM0546,2017-07,123795.0
GM0546,2017-08,124029.0
GM0546,2017-09,124512.0
GM0546,2017-10,124556.0
GM0546,2017-11,124568.0
GM0546,2017-12,124306.0
GM0546,2018-01,124282.0
GM0546,2018-02,124409.0
GM0546,2018-03,124347.0
GM0546,2018-04,124444.0
GM0546,2018-05,124400.0
GM0546,2018-06,124220.0
GM0546,2018-07,124106.0
GM0546,2018-08,124141.0
GM0546,2018-09,124773.0
GM0546,2018-10,124895.0
GM0546,2018-11,124945.0
GM0546,2018-12,124899.0
GM0546,2019-01,124885.0
GM0546,2019-02,125122.0
GM0546,2019-03,125224.0
GM0546,2019-04,125102.0
GM0546,2019-05,125070.0
GM0546,2019-06,124951.0
GM0546,2019-07,124796.0
GM0546,2019-08,124776.0
GM0546,2019-09,125333.0
GM0546,2019-10,125399.0
GM0546,2019-11,125333.0
GM0546,2019-12,125099.0
GM0546,2020-01,124980.0
GM0546,2020-02,125031.0
GM0546,2020-03,124781.0
GM0546,2020-04,124364.0
GM0546,2020-05,124278.0
GM0546,2020-06,123967.0
GM0546,2020-07,123622.0
GM0546,2020-08,123565.0
GM0546,2020-09,123867.0
GM0546,2020-10,124033.0
GM0546,2020-11,124166.0
GM0546,2020-12,124093.0
GM0546,2021-01,124065.0
GM0546,2021-02,124205.0
GM0546,2021-03,124382.0
GM0546,2021-04,124424.0
GM0546,2021-05,124492.0
GM0546,2021-06,124432.0
GM0546,2021-07,124398.0
GM0546,2021-08,124237.0
GM0546,2021-09,124859.0
GM0546,2021-10,125014.0
GM0546,2021-11,125021.0
GM0546,2021-12,125074.0
GM0546,2022-01,125161.0
GM0546,2022-02,125274.0
GM0546,2022-03,125529.0
GM0546,2022-04,125618.0
GM0546,2022-05,125645.0
GM0546,2022-06,125576.0
GM0546,2022-07,125440.0
GM0546,2022-08,125493.0
GM0546,2022-09,126358.0
GM0546,2022-10,126593.0
GM0546,2022-11,126989.0
GM0546,2022-12,127089.0
GM0546,2023-01,127056.0
GM0546,2023-02,127280.0
GM0546,2023-03,127458.0
GM0546,2023-04,127516.0
GM0546,2023-05,127537.0
GM0546,2023-06,127838.0
GM0546,2023-07,128025.0
GM0546,2023-08,128689.0
GM0546,2023-09,129895.0
GM0547,2002-01,26716.0
GM0547,2002-02,26721.0
GM0547,2002-03,26716.0
GM0547,2002-04,26696.0
GM0547,2002-05,26666.0
GM0547,2002-06,26615.0
GM0547,2002-07,26559.0
GM0547,2002-08,26502.0
GM0547,2002-09,26462.0
GM0547,2002-10,26455.0
GM0547,2002-11,26395.0
GM0547,2002-12,26402.0
GM0547,2003-01,26386.0
GM0547,2003-02,26355.0
GM0547,2003-03,26327.0
GM0547,2003-04,26302.0
GM0547,2003-05,26309.0
GM0547,2003-06,26321.0
GM0547,2003-07,26287.0
GM0547,2003-08,26324.0
GM0547,2003-09,26295.0
GM0547,2003-10,26216.0
GM0547,2003-11,26204.0
GM0547,2003-12,26182.0
GM0547,2004-01,26199.0
GM0547,2004-02,26185.0
GM0547,2004-03,26174.0
GM0547,2004-04,26219.0
GM0547,2004-05,26249.0
GM0547,2004-06,26222.0
GM0547,2004-07,26254.0
GM0547,2004-08,26238.0
GM0547,2004-09,26235.0
GM0547,2004-10,26195.0
GM0547,2004-11,26179.0
GM0547,2004-12,26154.0
GM0547,2005-01,26100.0
GM0547,2005-02,26036.0
GM0547,2005-03,26004.0
GM0547,2005-04,26018.0
GM0547,2005-05,25991.0
GM0547,2005-06,25987.0
GM0547,2005-07,25963.0
GM0547,2005-08,25931.0
GM0547,2005-09,25951.0
GM0547,2005-10,26003.0
GM0547,2005-11,25994.0
GM0547,2005-12,25990.0
GM0547,2006-01,25974.0
GM0547,2006-02,25968.0
GM0547,2006-03,25958.0
GM0547,2006-04,25975.0
GM0547,2006-05,25983.0
GM0547,2006-06,25976.0
GM0547,2006-07,25992.0
GM0547,2006-08,26077.0
GM0547,2006-09,26080.0
GM0547,2006-10,26049.0
GM0547,2006-11,26076.0
GM0547,2006-12,26077.0
GM0547,2007-01,26100.0
GM0547,2007-02,26090.0
GM0547,2007-03,26122.0
GM0547,2007-04,26128.0
GM0547,2007-05,26112.0
GM0547,2007-06,26151.0
GM0547,2007-07,26156.0
GM0547,2007-08,26181.0
GM0547,2007-09,26222.0
GM0547,2007-10,26315.0
GM0547,2007-11,26360.0
GM0547,2007-12,26376.0
GM0547,2008-01,26392.0
GM0547,2008-02,26406.0
GM0547,2008-03,26382.0
GM0547,2008-04,26392.0
GM0547,2008-05,26384.0
GM0547,2008-06,26420.0
GM0547,2008-07,26386.0
GM0547,2008-08,26445.0
GM0547,2008-09,26429.0
GM0547,2008-10,26501.0
GM0547,2008-11,26486.0
GM0547,2008-12,26470.0
GM0547,2009-01,26455.0
GM0547,2009-02,26459.0
GM0547,2009-03,26439.0
GM0547,2009-04,26459.0
GM0547,2009-05,26446.0
GM0547,2009-06,26472.0
GM0547,2009-07,26494.0
GM0547,2009-08,26456.0
GM0547,2009-09,26437.0
GM0547,2009-10,26444.0
GM0547,2009-11,26447.0
GM0547,2009-12,26426.0
GM0547,2010-01,26476.0
GM0547,2010-02,26518.0
GM0547,2010-03,26547.0
GM0547,2010-04,26594.0
GM0547,2010-05,26591.0
GM0547,2010-06,26604.0
GM0547,2010-07,26600.0
GM0547,2010-08,26607.0
GM0547,2010-09,26620.0
GM0547,2010-10,26591.0
GM0547,2010-11,26614.0
GM0547,2010-12,26609.0
GM0547,2011-01,26642.0
GM0547,2011-02,26621.0
GM0547,2011-03,26614.0
GM0547,2011-04,26609.0
GM0547,2011-05,26632.0
GM0547,2011-06,26657.0
GM0547,2011-07,26667.0
GM0547,2011-08,26644.0
GM0547,2011-09,26695.0
GM0547,2011-10,26710.0
GM0547,2011-11,26719.0
GM0547,2011-12,26706.0
GM0547,2012-01,26722.0
GM0547,2012-02,26747.0
GM0547,2012-03,26754.0
GM0547,2012-04,26717.0
GM0547,2012-05,26703.0
GM0547,2012-06,26695.0
GM0547,2012-07,26683.0
GM0547,2012-08,26724.0
GM0547,2012-09,26734.0
GM0547,2012-10,26735.0
GM0547,2012-11,26694.0
GM0547,2012-12,26743.0
GM0547,2013-01,26715.0
GM0547,2013-02,26725.0
GM0547,2013-03,26710.0
GM0547,2013-04,26700.0
GM0547,2013-05,26724.0
GM0547,2013-06,26723.0
GM0547,2013-07,26712.0
GM0547,2013-08,26727.0
GM0547,2013-09,26753.0
GM0547,2013-10,26778.0
GM0547,2013-11,26807.0
GM0547,2013-12,26813.0
GM0547,2014-01,26789.0
GM0547,2014-02,26780.0
GM0547,2014-03,26768.0
GM0547,2014-04,26770.0
GM0547,2014-05,26789.0
GM0547,2014-06,26803.0
GM0547,2014-07,26804.0
GM0547,2014-08,26822.0
GM0547,2014-09,26830.0
GM0547,2014-10,26821.0
GM0547,2014-11,26841.0
GM0547,2014-12,26853.0
GM0547,2015-01,26900.0
GM0547,2015-02,26925.0
GM0547,2015-03,26947.0
GM0547,2015-04,26979.0
GM0547,2015-05,27006.0
GM0547,2015-06,27052.0
GM0547,2015-07,27051.0
GM0547,2015-08,27078.0
GM0547,2015-09,27051.0
GM0547,2015-10,27030.0
GM0547,2015-11,27018.0
GM0547,2015-12,26968.0
GM0547,2016-01,26972.0
GM0547,2016-02,26961.0
GM0547,2016-03,26954.0
GM0547,2016-04,26964.0
GM0547,2016-05,26975.0
GM0547,2016-06,26986.0
GM0547,2016-07,27006.0
GM0547,2016-08,27105.0
GM0547,2016-09,27125.0
GM0547,2016-10,27156.0
GM0547,2016-11,27126.0
GM0547,2016-12,27128.0
GM0547,2017-01,27111.0
GM0547,2017-02,27113.0
GM0547,2017-03,27128.0
GM0547,2017-04,27139.0
GM0547,2017-05,27150.0
GM0547,2017-06,27136.0
GM0547,2017-07,27104.0
GM0547,2017-08,27112.0
GM0547,2017-09,27141.0
GM0547,2017-10,27160.0
GM0547,2017-11,27178.0
GM0547,2017-12,27197.0
GM0547,2018-01,27157.0
GM0547,2018-02,27165.0
GM0547,2018-03,27159.0
GM0547,2018-04,27124.0
GM0547,2018-05,27138.0
GM0547,2018-06,27147.0
GM0547,2018-07,27119.0
GM0547,2018-08,27143.0
GM0547,2018-09,27128.0
GM0547,2018-10,27101.0
GM0547,2018-11,27126.0
GM0547,2018-12,27109.0
GM0547,2019-01,27099.0
GM0547,2019-02,27062.0
GM0547,2019-03,27040.0
GM0547,2019-04,27024.0
GM0547,2019-05,27055.0
GM0547,2019-06,27037.0
GM0547,2019-07,27029.0
GM0547,2019-08,27055.0
GM0547,2019-09,27080.0
GM0547,2019-10,27075.0
GM0547,2019-11,27082.0
GM0547,2019-12,27056.0
GM0547,2020-01,27071.0
GM0547,2020-02,27096.0
GM0547,2020-03,27175.0
GM0547,2020-04,27180.0
GM0547,2020-05,27211.0
GM0547,2020-06,27255.0
GM0547,2020-07,27290.0
GM0547,2020-08,27299.0
GM0547,2020-09,27332.0
GM0547,2020-10,27354.0
GM0547,2020-11,27372.0
GM0547,2020-12,27377.0
GM0547,2021-01,27351.0
GM0547,2021-02,27367.0
GM0547,2021-03,27368.0
GM0547,2021-04,27339.0
GM0547,2021-05,27380.0
GM0547,2021-06,27379.0
GM0547,2021-07,27431.0
GM0547,2021-08,27445.0
GM0547,2021-09,27460.0
GM0547,2021-10,27506.0
GM0547,2021-11,27484.0
GM0547,2021-12,27464.0
GM0547,2022-01,27471.0
GM0547,2022-02,27434.0
GM0547,2022-03,27458.0
GM0547,2022-04,27450.0
GM0547,2022-05,27451.0
GM0547,2022-06,27494.0
GM0547,2022-07,27534.0
GM0547,2022-08,27553.0
GM0547,2022-09,27597.0
GM0547,2022-10,27597.0
GM0547,2022-11,27637.0
GM0547,2022-12,27657.0
GM0547,2023-01,27710.0
GM0547,2023-02,27707.0
GM0547,2023-03,27722.0
GM0547,2023-04,27739.0
GM0547,2023-05,27754.0
GM0547,2023-06,27725.0
GM0547,2023-07,27689.0
GM0547,2023-08,27678.0
GM0547,2023-09,27677.0
GM1916,2002-01,74079.0
GM1916,2002-02,74044.0
GM1916,2002-03,74028.0
GM1916,2002-04,73878.0
GM1916,2002-05,73837.0
GM1916,2002-06,73804.0
GM1916,2002-07,73800.0
GM1916,2002-08,73797.0
GM1916,2002-09,73907.0
GM1916,2002-10,73869.0
GM1916,2002-11,73806.0
GM1916,2002-12,73747.0
GM1916,2003-01,73689.0
GM1916,2003-02,73677.0
GM1916,2003-03,73591.0
GM1916,2003-04,73636.0
GM1916,2003-05,73671.0
GM1916,2003-06,73662.0
GM1916,2003-07,73706.0
GM1916,2003-08,73738.0
GM1916,2003-09,73785.0
GM1916,2003-10,73774.0
GM1916,2003-11,73759.0
GM1916,2003-12,73832.0
GM1916,2004-01,73919.0
GM1916,2004-02,73899.0
GM1916,2004-03,73924.0
GM1916,2004-04,73989.0
GM1916,2004-05,74008.0
GM1916,2004-06,74089.0
GM1916,2004-07,73991.0
GM1916,2004-08,73990.0
GM1916,2004-09,73857.0
GM1916,2004-10,73806.0
GM1916,2004-11,73786.0
GM1916,2004-12,73793.0
GM1916,2005-01,73667.0
GM1916,2005-02,73596.0
GM1916,2005-03,73509.0
GM1916,2005-04,73363.0
GM1916,2005-05,73327.0
GM1916,2005-06,73356.0
GM1916,2005-07,73223.0
GM1916,2005-08,73263.0
GM1916,2005-09,73234.0
GM1916,2005-10,73148.0
GM1916,2005-11,73149.0
GM1916,2005-12,73111.0
GM1916,2006-01,73030.0
GM1916,2006-02,73035.0
GM1916,2006-03,72929.0
GM1916,2006-04,72934.0
GM1916,2006-05,72973.0
GM1916,2006-06,72969.0
GM1916,2006-07,72945.0
GM1916,2006-08,72903.0
GM1916,2006-09,72946.0
GM1916,2006-10,72966.0
GM1916,2006-11,72906.0
GM1916,2006-12,72824.0
GM1916,2007-01,72815.0
GM1916,2007-02,72866.0
GM1916,2007-03,72924.0
GM1916,2007-04,72976.0
GM1916,2007-05,72989.0
GM1916,2007-06,72977.0
GM1916,2007-07,72938.0
GM1916,2007-08,72907.0
GM1916,2007-09,72929.0
GM1916,2007-10,72860.0
GM1916,2007-11,72903.0
GM1916,2007-12,72862.0
GM1916,2008-01,72804.0
GM1916,2008-02,72801.0
GM1916,2008-03,72737.0
GM1916,2008-04,72739.0
GM1916,2008-05,72713.0
GM1916,2008-06,72679.0
GM1916,2008-07,72702.0
GM1916,2008-08,72660.0
GM1916,2008-09,72669.0
GM1916,2008-10,72589.0
GM1916,2008-11,72679.0
GM1916,2008-12,72697.0
GM1916,2009-01,72624.0
GM1916,2009-02,72643.0
GM1916,2009-03,72627.0
GM1916,2009-04,72597.0
GM1916,2009-05,72478.0
GM1916,2009-06,72420.0
GM1916,2009-07,72379.0
GM1916,2009-08,72371.0
GM1916,2009-09,72299.0
GM1916,2009-10,72295.0
GM1916,2009-11,72222.0
GM1916,2009-12,72160.0
GM1916,2010-01,72111.0
GM1916,2010-02,72082.0
GM1916,2010-03,72116.0
GM1916,2010-04,72107.0
GM1916,2010-05,72042.0
GM1916,2010-06,72099.0
GM1916,2010-07,72052.0
