region_code,period,population
GM0373,2018-01,29958.0
GM0373,2018-02,29960.0
GM0373,2018-03,29924.0
GM0373,2018-04,29921.0
GM0373,2018-05,29904.0
GM0373,2018-06,29898.0
GM0373,2018-07,29931.0
GM0373,2018-08,29966.0
GM0373,2018-09,29965.0
GM0373,2018-10,29962.0
GM0373,2018-11,29941.0
GM0373,2018-12,29974.0
GM0373,2019-01,29980.0
GM0373,2019-02,29978.0
GM0373,2019-03,29979.0
GM0373,2019-04,29954.0
GM0373,2019-05,29923.0
GM0373,2019-06,29908.0
GM0373,2019-07,29912.0
GM0373,2019-08,29948.0
GM0373,2019-09,29907.0
GM0373,2019-10,29868.0
GM0373,2019-11,29859.0
GM0373,2019-12,29839.0
GM0373,2020-01,29876.0
GM0373,2020-02,29855.0
GM0373,2020-03,29834.0
GM0373,2020-04,29819.0
GM0373,2020-05,29797.0
GM0373,2020-06,29755.0
GM0373,2020-07,29771.0
GM0373,2020-08,29784.0
GM0373,2020-09,29761.0
GM0373,2020-10,29705.0
GM0373,2020-11,29721.0
GM0373,2020-12,29715.0
GM0373,2021-01,29735.0
GM0373,2021-02,29721.0
GM0373,2021-03,29737.0
GM0373,2021-04,29738.0
GM0373,2021-05,29727.0
GM0373,2021-06,29739.0
GM0373,2021-07,29700.0
GM0373,2021-08,29722.0
GM0373,2021-09,29734.0
GM0373,2021-10,29722.0
GM0373,2021-11,29723.0
GM0373,2021-12,29723.0
GM0373,2022-01,29730.0
GM0373,2022-02,29744.0
GM0373,2022-03,29867.0
GM0373,2022-04,29949.0
GM0373,2022-05,29989.0
GM0373,2022-06,30008.0
GM0373,2022-07,29985.0
GM0373,2022-08,30057.0
GM0373,2022-09,30125.0
GM0373,2022-10,30126.0
GM0373,2022-11,30165.0
GM0373,2022-12,30138.0
GM0373,2023-01,30128.0
GM0373,2023-02,30107.0
GM0373,2023-03,30095.0
GM0373,2023-04,30082.0
GM0373,2023-05,30048.0
GM0373,2023-06,30049.0
GM0373,2023-07,30005.0
GM0373,2023-08,29996.0
GM0373,2023-09,29991.0
GM0748,2002-01,65788.0
GM0748,2002-02,65843.0
GM0748,2002-03,65803.0
GM0748,2002-04,65875.0
GM0748,2002-05,65901.0
GM0748,2002-06,65941.0
GM0748,2002-07,66003.0
GM0748,2002-08,66044.0
GM0748,2002-09,65952.0
GM0748,2002-10,65977.0
GM0748,2002-11,66022.0
GM0748,2002-12,66024.0
GM0748,2003-01,66002.0
GM0748,2003-02,65968.0
GM0748,2003-03,66009.0
GM0748,2003-04,66037.0
GM0748,2003-05,66078.0
GM0748,2003-06,66121.0
GM0748,2003-07,66197.0
GM0748,2003-08,66071.0
GM0748,2003-09,66123.0
GM0748,2003-10,66139.0
GM0748,2003-11,66159.0
GM0748,2003-12,66140.0
GM0748,2004-01,66178.0
GM0748,2004-02,66206.0
GM0748,2004-03,66203.0
GM0748,2004-04,66201.0
GM0748,2004-05,66241.0
GM0748,2004-06,66268.0
GM0748,2004-07,66293.0
GM0748,2004-08,66278.0
GM0748,2004-09,66267.0
GM0748,2004-10,66252.0
GM0748,2004-11,66292.0
GM0748,2004-12,66298.0
GM0748,2005-01,66177.0
GM0748,2005-02,66153.0
GM0748,2005-03,66137.0
GM0748,2005-04,66168.0
GM0748,2005-05,66144.0
GM0748,2005-06,66149.0
GM0748,2005-07,66171.0
GM0748,2005-08,66079.0
GM0748,2005-09,65992.0
GM0748,2005-10,65906.0
GM0748,2005-11,65807.0
GM0748,2005-12,65767.0
GM0748,2006-01,65719.0
GM0748,2006-02,65679.0
GM0748,2006-03,65663.0
GM0748,2006-04,65640.0
GM0748,2006-05,65679.0
GM0748,2006-06,65664.0
GM0748,2006-07,65659.0
GM0748,2006-08,65575.0
GM0748,2006-09,65570.0
GM0748,2006-10,65480.0
GM0748,2006-11,65440.0
GM0748,2006-12,65440.0
GM0748,2007-01,65432.0
GM0748,2007-02,65397.0
GM0748,2007-03,65337.0
GM0748,2007-04,65323.0
GM0748,2007-05,65316.0
GM0748,2007-06,65216.0
GM0748,2007-07,65245.0
GM0748,2007-08,65252.0
GM0748,2007-09,65236.0
GM0748,2007-10,65243.0
GM0748,2007-11,65227.0
GM0748,2007-12,65242.0
GM0748,2008-01,65212.0
GM0748,2008-02,65200.0
GM0748,2008-03,65239.0
GM0748,2008-04,65291.0
GM0748,2008-05,65243.0
GM0748,2008-06,65329.0
GM0748,2008-07,65386.0
GM0748,2008-08,65406.0
GM0748,2008-09,65420.0
GM0748,2008-10,65506.0
GM0748,2008-11,65528.0
GM0748,2008-12,65582.0
GM0748,2009-01,65561.0
GM0748,2009-02,65561.0
GM0748,2009-03,65610.0
GM0748,2009-04,65660.0
GM0748,2009-05,65684.0
GM0748,2009-06,65745.0
GM0748,2009-07,65780.0
GM0748,2009-08,65754.0
GM0748,2009-09,65712.0
GM0748,2009-10,65700.0
GM0748,2009-11,65772.0
GM0748,2009-12,65845.0
GM0748,2010-01,65843.0
GM0748,2010-02,65909.0
GM0748,2010-03,65977.0
GM0748,2010-04,65968.0
GM0748,2010-05,65980.0
GM0748,2010-06,66031.0
GM0748,2010-07,66079.0
GM0748,2010-08,66122.0
GM0748,2010-09,66072.0
GM0748,2010-10,66084.0
GM0748,2010-11,66050.0
GM0748,2010-12,66074.0
GM0748,2011-01,66089.0
GM0748,2011-02,66107.0
GM0748,2011-03,66107.0
GM0748,2011-04,66073.0
GM0748,2011-05,66080.0
GM0748,2011-06,66072.0
GM0748,2011-07,66156.0
GM0748,2011-08,66082.0
GM0748,2011-09,66162.0
GM0748,2011-10,66145.0
GM0748,2011-11,66118.0
GM0748,2011-12,66130.0
GM0748,2012-01,66107.0
GM0748,2012-02,66140.0
GM0748,2012-03,66186.0
GM0748,2012-04,66151.0
GM0748,2012-05,66209.0
GM0748,2012-06,66174.0
GM0748,2012-07,66194.0
GM0748,2012-08,66118.0
GM0748,2012-09,66137.0
GM0748,2012-10,66191.0
GM0748,2012-11,66215.0
GM0748,2012-12,66287.0
GM0748,2013-01,66326.0
GM0748,2013-02,66327.0
GM0748,2013-03,66302.0
GM0748,2013-04,66314.0
GM0748,2013-05,66333.0
GM0748,2013-06,66372.0
GM0748,2013-07,66363.0
GM0748,2013-08,66296.0
GM0748,2013-09,66320.0
GM0748,2013-10,66343.0
GM0748,2013-11,66403.0
GM0748,2013-12,66419.0
GM0748,2014-01,66373.0
GM0748,2014-02,66390.0
GM0748,2014-03,66426.0
GM0748,2014-04,66406.0
GM0748,2014-05,66469.0
GM0748,2014-06,66466.0
GM0748,2014-07,66479.0
GM0748,2014-08,66415.0
GM0748,2014-09,66357.0
GM0748,2014-10,66300.0
GM0748,2014-11,66323.0
GM0748,2014-12,66320.0
GM0748,2015-01,66303.0
GM0748,2015-02,66240.0
GM0748,2015-03,66277.0
GM0748,2015-04,66239.0
GM0748,2015-05,66194.0
GM0748,2015-06,66246.0
GM0748,2015-07,66223.0
GM0748,2015-08,66196.0
GM0748,2015-09,66222.0
GM0748,2015-10,66210.0
GM0748,2015-11,66204.0
GM0748,2015-12,66237.0
GM0748,2016-01,66188.0
GM0748,2016-02,66184.0
GM0748,2016-03,66164.0
GM0748,2016-04,66129.0
GM0748,2016-05,66154.0
GM0748,2016-06,66166.0
GM0748,2016-07,66238.0
GM0748,2016-08,66230.0
GM0748,2016-09,66263.0
GM0748,2016-10,66245.0
GM0748,2016-11,66209.0
GM0748,2016-12,66164.0
GM0748,2017-01,66127.0
GM0748,2017-02,66099.0
GM0748,2017-03,66072.0
GM0748,2017-04,66075.0
GM0748,2017-05,66107.0
GM0748,2017-06,66124.0
GM0748,2017-07,66139.0
GM0748,2017-08,66188.0
GM0748,2017-09,66238.0
GM0748,2017-10,66320.0
GM0748,2017-11,66363.0
GM0748,2017-12,66354.0
GM0748,2018-01,66407.0
GM0748,2018-02,66382.0
GM0748,2018-03,66379.0
GM0748,2018-04,66368.0
GM0748,2018-05,66459.0
GM0748,2018-06,66461.0
GM0748,2018-07,66483.0
GM0748,2018-08,66535.0
GM0748,2018-09,66576.0
GM0748,2018-10,66701.0
GM0748,2018-11,66758.0
GM0748,2018-12,66811.0
GM0748,2019-01,66867.0
GM0748,2019-02,67000.0
GM0748,2019-03,67005.0
GM0748,2019-04,67132.0
GM0748,2019-05,67152.0
GM0748,2019-06,67234.0
GM0748,2019-07,67299.0
GM0748,2019-08,67375.0
GM0748,2019-09,67403.0
GM0748,2019-10,67463.0
GM0748,2019-11,67502.0
GM0748,2019-12,67496.0
GM0748,2020-01,67558.0
GM0748,2020-02,67601.0
GM0748,2020-03,67638.0
GM0748,2020-04,67619.0
GM0748,2020-05,67619.0
GM0748,2020-06,67626.0
GM0748,2020-07,67669.0
GM0748,2020-08,67661.0
GM0748,2020-09,67668.0
GM0748,2020-10,67606.0
GM0748,2020-11,67505.0
GM0748,2020-12,67514.0
GM0748,2021-01,67483.0
GM0748,2021-02,67464.0
GM0748,2021-03,67479.0
GM0748,2021-04,67516.0
GM0748,2021-05,67591.0
GM0748,2021-06,67669.0
GM0748,2021-07,67740.0
GM0748,2021-08,67814.0
GM0748,2021-09,67850.0
GM0748,2021-10,67896.0
GM0748,2021-11,67866.0
GM0748,2021-12,67894.0
GM0748,2022-01,67946.0
GM0748,2022-02,67960.0
GM0748,2022-03,68101.0
GM0748,2022-04,68315.0
GM0748,2022-05,68319.0
GM0748,2022-06,68395.0
GM0748,2022-07,68483.0
GM0748,2022-08,68544.0
GM0748,2022-09,68693.0
GM0748,2022-10,68728.0
GM0748,2022-11,68769.0
GM0748,2022-12,68864.0
GM0748,2023-01,68962.0
GM0748,2023-02,69016.0
GM0748,2023-03,69109.0
GM0748,2023-04,69177.0
GM0748,2023-05,69252.0
GM0748,2023-06,69279.0
GM0748,2023-07,69311.0
GM0748,2023-08,69368.0
GM0748,2023-09,69376.0
GM0207,2002-01,18377.0
GM0207,2002-02,18367.0
GM0207,2002-03,18395.0
GM0207,2002-04,18392.0
GM0207,2002-05,18394.0
GM0207,2002-06,18425.0
GM0207,2002-07,18421.0
GM0207,2002-08,18401.0
GM0207,2002-09,18398.0
GM0207,2002-10,18401.0
GM0207,2002-11,18402.0
GM0207,2002-12,18416.0
GM0207,2003-01,18395.0
GM0207,2003-02,18391.0
GM0207,2003-03,18370.0
GM0207,2003-04,18353.0
GM0207,2003-05,18343.0
GM0207,2003-06,18350.0
GM0207,2003-07,18373.0
GM0207,2003-08,18394.0
GM0207,2003-09,18399.0
GM0207,2003-10,18365.0
GM0207,2003-11,18368.0
GM0207,2003-12,18390.0
GM0207,2004-01,18381.0
GM0207,2004-02,18393.0
GM0207,2004-03,18392.0
GM0207,2004-04,18401.0
GM0207,2004-05,18408.0
GM0207,2004-06,18431.0
GM0207,2004-07,18454.0
GM0207,2004-08,18466.0
GM0207,2004-09,18443.0
GM0207,2004-10,18448.0
GM0207,2004-11,18415.0
GM0207,2004-12,18416.0
GM0207,2005-01,
GM0207,2005-02,
GM0207,2005-03,
GM0207,2005-04,
GM0207,2005-05,
GM0207,2005-06,
GM0207,2005-07,
GM0207,2005-08,
GM0207,2005-09,
GM0207,2005-10,
GM0207,2005-11,
GM0207,2005-12,
GM0207,2006-01,
GM0207,2006-02,
GM0207,2006-03,
GM0207,2006-04,
GM0207,2006-05,
GM0207,2006-06,
GM0207,2006-07,
GM0207,2006-08,
GM0207,2006-09,
GM0207,2006-10,
GM0207,2006-11,
GM0207,2006-12,
GM0207,2007-01,
GM0207,2007-02,
GM0207,2007-03,
GM0207,2007-04,
GM0207,2007-05,
GM0207,2007-06,
GM0207,2007-07,
GM0207,2007-08,
GM0207,2007-09,
GM0207,2007-10,
GM0207,2007-11,
GM0207,2007-12,
GM0207,2008-01,
GM0207,2008-02,
GM0207,2008-03,
GM0207,2008-04,
GM0207,2008-05,
GM0207,2008-06,
GM0207,2008-07,
GM0207,2008-08,
GM0207,2008-09,
GM0207,2008-10,
GM0207,2008-11,
GM0207,2008-12,
GM0207,2009-01,
GM0207,2009-02,
GM0207,2009-03,
GM0207,2009-04,
GM0207,2009-05,
GM0207,2009-06,
GM0207,2009-07,
GM0207,2009-08,
GM0207,2009-09,
GM0207,2009-10,
GM0207,2009-11,
GM0207,2009-12,
GM0207,2010-01,
GM0207,2010-02,
GM0207,2010-03,
GM0207,2010-04,
GM0207,2010-05,
GM0207,2010-06,
GM0207,2010-07,
GM0207,2010-08,
GM0207,2010-09,
GM0207,2010-10,
GM0207,2010-11,
GM0207,2010-12,
GM0207,2011-01,
GM0207,2011-02,
GM0207,2011-03,
GM0207,2011-04,
GM0207,2011-05,
GM0207,2011-06,
GM0207,2011-07,
GM0207,2011-08,
GM0207,2011-09,
GM0207,2011-10,
GM0207,2011-11,
GM0207,2011-12,
GM0207,2012-01,
GM0207,2012-02,
GM0207,2012-03,
GM0207,2012-04,
GM0207,2012-05,
GM0207,2012-06,
GM0207,2012-07,
GM0207,2012-08,
GM0207,2012-09,
GM0207,2012-10,
GM0207,2012-11,
GM0207,2012-12,
GM0207,2013-01,
GM0207,2013-02,
GM0207,2013-03,
GM0207,2013-04,
GM0207,2013-05,
GM0207,2013-06,
GM0207,2013-07,
GM0207,2013-08,
GM0207,2013-09,
GM0207,2013-10,
GM0207,2013-11,
GM0207,2013-12,
GM0207,2014-01,
GM0207,2014-02,
GM0207,2014-03,
GM0207,2014-04,
GM0207,2014-05,
GM0207,2014-06,
GM0207,2014-07,
GM0207,2014-08,
GM0207,2014-09,
GM0207,2014-10,
GM0207,2014-11,
GM0207,2014-12,
GM0207,2015-01,
GM0207,2015-02,
GM0207,2015-03,
GM0207,2015-04,
GM0207,2015-05,
GM0207,2015-06,
GM0207,2015-07,
GM0207,2015-08,
GM0207,2015-09,
GM0207,2015-10,
GM0207,2015-11,
GM0207,2015-12,
GM0207,2016-01,
GM0207,2016-02,
GM0207,2016-03,
GM0207,2016-04,
GM0207,2016-05,
GM0207,2016-06,
GM0207,2016-07,
GM0207,2016-08,
GM0207,2016-09,
GM0207,2016-10,
GM0207,2016-11,
GM0207,2016-12,
GM0207,2017-01,
GM0207,2017-02,
GM0207,2017-03,
GM0207,2017-04,
GM0207,2017-05,
GM0207,2017-06,
GM0207,2017-07,
GM0207,2017-08,
GM0207,2017-09,
GM0207,2017-10,
GM0207,2017-11,
GM0207,2017-12,
GM0207,2018-01,
GM0207,2018-02,
GM0207,2018-03,
GM0207,2018-04,
GM0207,2018-05,
GM0207,2018-06,
GM0207,2018-07,
GM0207,2018-08,
GM0207,2018-09,
GM0207,2018-10,
GM0207,2018-11,
GM0207,2018-12,
GM0207,2019-01,
GM0207,2019-02,
GM0207,2019-03,
GM0207,2019-04,
GM0207,2019-05,
GM0207,2019-06,
GM0207,2019-07,
GM0207,2019-08,
GM0207,2019-09,
GM0207,2019-10,
GM0207,2019-11,
GM0207,2019-12,
GM0207,2020-01,
GM0207,2020-02,
GM0207,2020-03,
GM0207,2020-04,
GM0207,2020-05,
GM0207,2020-06,
GM0207,2020-07,
GM0207,2020-08,
GM0207,2020-09,
GM0207,2020-10,
GM0207,2020-11,
GM0207,2020-12,
GM0207,2021-01,
GM0207,2021-02,
GM0207,2021-03,
GM0207,2021-04,
GM0207,2021-05,
GM0207,2021-06,
GM0207,2021-07,
GM0207,2021-08,
GM0207,2021-09,
GM0207,2021-10,
GM0207,2021-11,
GM0207,2021-12,
GM0207,2022-01,
GM0207,2022-02,
GM0207,2022-03,
GM0207,2022-04,
GM0207,2022-05,
GM0207,2022-06,
GM0207,2022-07,
GM0207,2022-08,
GM0207,2022-09,
GM0207,2022-10,
GM0207,2022-11,
GM0207,2022-12,
GM0207,2023-01,
GM0207,2023-02,
GM0207,2023-03,
GM0207,2023-04,
GM0207,2023-05,
GM0207,2023-06,
GM0207,2023-07,
GM0207,2023-08,
GM0207,2023-09,
GM0492,2002-01,13843.0
GM0492,2002-02,14002.0
GM0492,2002-03,14166.0
GM0492,2002-04,14462.0
GM0492,2002-05,14695.0
GM0492,2002-06,14843.0
GM0492,2002-07,14996.0
GM0492,2002-08,15106.0
GM0492,2002-09,15188.0
GM0492,2002-10,15323.0
GM0492,2002-11,15427.0
GM0492,2002-12,15185.0
GM0492,2003-01,15253.0
GM0492,2003-02,15268.0
GM0492,2003-03,15316.0
GM0492,2003-04,15336.0
GM0492,2003-05,15402.0
GM0492,2003-06,15423.0
GM0492,2003-07,15430.0
GM0492,2003-08,15446.0
GM0492,2003-09,15481.0
GM0492,2003-10,15496.0
GM0492,2003-11,15525.0
GM0492,2003-12,15870.0
GM0492,2004-01,15904.0
GM0492,2004-02,15931.0
GM0492,2004-03,15968.0
GM0492,2004-04,15977.0
GM0492,2004-05,15989.0
GM0492,2004-06,16022.0
GM0492,2004-07,16046.0
GM0492,2004-08,16049.0
GM0492,2004-09,16096.0
GM0492,2004-10,16119.0
GM0492,2004-11,16117.0
GM0492,2004-12,16181.0
GM0492,2005-01,16216.0
GM0492,2005-02,16248.0
GM0492,2005-03,16290.0
GM0492,2005-04,16368.0
GM0492,2005-05,16412.0
GM0492,2005-06,16459.0
GM0492,2005-07,16483.0
GM0492,2005-08,16564.0
GM0492,2005-09,16587.0
GM0492,2005-10,16616.0
GM0492,2005-11,16637.0
GM0492,2005-12,16606.0
GM0492,2006-01,16625.0
GM0492,2006-02,16635.0
GM0492,2006-03,16624.0
GM0492,2006-04,16596.0
GM0492,2006-05,16616.0
GM0492,2006-06,16636.0
GM0492,2006-07,16623.0
GM0492,2006-08,16624.0
GM0492,2006-09,16671.0
GM0492,2006-10,16678.0
GM0492,2006-11,16685.0
GM0492,2006-12,16694.0
GM0492,2007-01,
GM0492,2007-02,
GM0492,2007-03,
GM0492,2007-04,
GM0492,2007-05,
GM0492,2007-06,
GM0492,2007-07,
GM0492,2007-08,
GM0492,2007-09,
GM0492,2007-10,
GM0492,2007-11,
GM0492,2007-12,
GM0492,2008-01,
GM0492,2008-02,
GM0492,2008-03,
GM0492,2008-04,
GM0492,2008-05,
GM0492,2008-06,
GM0492,2008-07,
GM0492,2008-08,
GM0492,2008-09,
GM0492,2008-10,
GM0492,2008-11,
GM0492,2008-12,
GM0492,2009-01,
GM0492,2009-02,
GM0492,2009-03,
GM0492,2009-04,
GM0492,2009-05,
GM0492,2009-06,
GM0492,2009-07,
GM0492,2009-08,
GM0492,2009-09,
GM0492,2009-10,
GM0492,2009-11,
GM0492,2009-12,
GM0492,2010-01,
GM0492,2010-02,
GM0492,2010-03,
GM0492,2010-04,
GM0492,2010-05,
GM0492,2010-06,
GM0492,2010-07,
GM0492,2010-08,
GM0492,2010-09,
GM0492,2010-10,
GM0492,2010-11,
GM0492,2010-12,
GM0492,2011-01,
GM0492,2011-02,
GM0492,2011-03,
GM0492,2011-04,
GM0492,2011-05,
GM0492,2011-06,
GM0492,2011-07,
GM0492,2011-08,
GM0492,2011-09,
GM0492,2011-10,
GM0492,2011-11,
GM0492,2011-12,
GM0492,2012-01,
GM0492,2012-02,
GM0492,2012-03,
GM0492,2012-04,
GM0492,2012-05,
GM0492,2012-06,
GM0492,2012-07,
GM0492,2012-08,
GM0492,2012-09,
GM0492,2012-10,
GM0492,2012-11,
GM0492,2012-12,
GM0492,2013-01,
GM0492,2013-02,
GM0492,2013-03,
GM0492,2013-04,
GM0492,2013-05,
GM0492,2013-06,
GM0492,2013-07,
GM0492,2013-08,
GM0492,2013-09,
GM0492,2013-10,
GM0492,2013-11,
GM0492,2013-12,
GM0492,2014-01,
GM0492,2014-02,
GM0492,2014-03,
GM0492,2014-04,
GM0492,2014-05,
GM0492,2014-06,
GM0492,2014-07,
GM0492,2014-08,
GM0492,2014-09,
GM0492,2014-10,
GM0492,2014-11,
GM0492,2014-12,
GM0492,2015-01,
GM0492,2015-02,
GM0492,2015-03,
GM0492,2015-04,
GM0492,2015-05,
GM0492,2015-06,
GM0492,2015-07,
GM0492,2015-08,
GM0492,2015-09,
GM0492,2015-10,
GM0492,2015-11,
GM0492,2015-12,
GM0492,2016-01,
GM0492,2016-02,
GM0492,2016-03,
GM0492,2016-04,
GM0492,2016-05,
GM0492,2016-06,
GM0492,2016-07,
GM0492,2016-08,
GM0492,2016-09,
GM0492,2016-10,
GM0492,2016-11,
GM0492,2016-12,
GM0492,2017-01,
GM0492,2017-02,
GM0492,2017-03,
GM0492,2017-04,
GM0492,2017-05,
GM0492,2017-06,
GM0492,2017-07,
GM0492,2017-08,
GM0492,2017-09,
GM0492,2017-10,
GM0492,2017-11,
GM0492,2017-12,
GM0492,2018-01,
GM0492,2018-02,
GM0492,2018-03,
GM0492,2018-04,
GM0492,2018-05,
GM0492,2018-06,
GM0492,2018-07,
GM0492,2018-08,
GM0492,2018-09,
GM0492,2018-10,
GM0492,2018-11,
GM0492,2018-12,
GM0492,2019-01,
GM0492,2019-02,
GM0492,2019-03,
GM0492,2019-04,
GM0492,2019-05,
GM0492,2019-06,
GM0492,2019-07,
GM0492,2019-08,
GM0492,2019-09,
GM0492,2019-10,
GM0492,2019-11,
GM0492,2019-12,
GM0492,2020-01,
GM0492,2020-02,
GM0492,2020-03,
GM0492,2020-04,
GM0492,2020-05,
GM0492,2020-06,
GM0492,2020-07,
GM0492,2020-08,
GM0492,2020-09,
GM0492,2020-10,
GM0492,2020-11,
GM0492,2020-12,
GM0492,2021-01,
GM0492,2021-02,
GM0492,2021-03,
GM0492,2021-04,
GM0492,2021-05,
GM0492,2021-06,
GM0492,2021-07,
GM0492,2021-08,
GM0492,2021-09,
GM0492,2021-10,
GM0492,2021-11,
GM0492,2021-12,
GM0492,2022-01,
GM0492,2022-02,
GM0492,2022-03,
GM0492,2022-04,
GM0492,2022-05,
GM0492,2022-06,
GM0492,2022-07,
GM0492,2022-08,
GM0492,2022-09,
GM0492,2022-10,
GM0492,2022-11,
GM0492,2022-12,
GM0492,2023-01,
GM0492,2023-02,
GM0492,2023-03,
GM0492,2023-04,
GM0492,2023-05,
GM0492,2023-06,
GM0492,2023-07,
GM0492,2023-08,
GM0492,2023-09,
GM0493,2002-01,16947.0
GM0493,2002-02,16970.0
GM0493,2002-03,16947.0
GM0493,2002-04,16948.0
GM0493,2002-05,16948.0
GM0493,2002-06,16998.0
GM0493,2002-07,17036.0
GM0493,2002-08,17060.0
GM0493,2002-09,17069.0
GM0493,2002-10,17103.0
GM0493,2002-11,17131.0
GM0493,2002-12,17212.0
GM0493,2003-01,17249.0
GM0493,2003-02,17282.0
GM0493,2003-03,17288.0
GM0493,2003-04,17311.0
GM0493,2003-05,17302.0
GM0493,2003-06,17318.0
GM0493,2003-07,17355.0
GM0493,2003-08,17376.0
GM0493,2003-09,17369.0
GM0493,2003-10,17408.0
GM0493,2003-11,17445.0
GM0493,2003-12,17535.0
GM0493,2004-01,17584.0
GM0493,2004-02,17614.0
GM0493,2004-03,17649.0
GM0493,2004-04,17671.0
GM0493,2004-05,17707.0
GM0493,2004-06,17782.0
GM0493,2004-07,17795.0
GM0493,2004-08,17834.0
GM0493,2004-09,17858.0
GM0493,2004-10,17923.0
GM0493,2004-11,17982.0
GM0493,2004-12,18083.0
GM0493,2005-01,18164.0
GM0493,2005-02,18212.0
GM0493,2005-03,18281.0
GM0493,2005-04,18289.0
GM0493,2005-05,18303.0
GM0493,2005-06,18320.0
GM0493,2005-07,18392.0
GM0493,2005-08,18487.0
GM0493,2005-09,18572.0
GM0493,2005-10,18758.0
GM0493,2005-11,18919.0
GM0493,2005-12,19184.0
GM0493,2006-01,19306.0
GM0493,2006-02,19465.0
GM0493,2006-03,19640.0
GM0493,2006-04,19791.0
GM0493,2006-05,19978.0
GM0493,2006-06,20164.0
GM0493,2006-07,20284.0
GM0493,2006-08,20372.0
GM0493,2006-09,20412.0
GM0493,2006-10,20516.0
GM0493,2006-11,20614.0
GM0493,2006-12,20856.0
GM0493,2007-01,
GM0493,2007-02,
GM0493,2007-03,
GM0493,2007-04,
GM0493,2007-05,
GM0493,2007-06,
GM0493,2007-07,
GM0493,2007-08,
GM0493,2007-09,
GM0493,2007-10,
GM0493,2007-11,
GM0493,2007-12,
GM0493,2008-01,
GM0493,2008-02,
GM0493,2008-03,
GM0493,2008-04,
GM0493,2008-05,
GM0493,2008-06,
GM0493,2008-07,
GM0493,2008-08,
GM0493,2008-09,
GM0493,2008-10,
GM0493,2008-11,
GM0493,2008-12,
GM0493,2009-01,
GM0493,2009-02,
GM0493,2009-03,
GM0493,2009-04,
GM0493,2009-05,
GM0493,2009-06,
GM0493,2009-07,
GM0493,2009-08,
GM0493,2009-09,
GM0493,2009-10,
GM0493,2009-11,
GM0493,2009-12,
GM0493,2010-01,
GM0493,2010-02,
GM0493,2010-03,
GM0493,2010-04,
GM0493,2010-05,
GM0493,2010-06,
GM0493,2010-07,
GM0493,2010-08,
GM0493,2010-09,
GM0493,2010-10,
GM0493,2010-11,
GM0493,2010-12,
GM0493,2011-01,
GM0493,2011-02,
GM0493,2011-03,
GM0493,2011-04,
GM0493,2011-05,
GM0493,2011-06,
GM0493,2011-07,
GM0493,2011-08,
GM0493,2011-09,
GM0493,2011-10,
GM0493,2011-11,
GM0493,2011-12,
GM0493,2012-01,
GM0493,2012-02,
GM0493,2012-03,
GM0493,2012-04,
GM0493,2012-05,
GM0493,2012-06,
GM0493,2012-07,
GM0493,2012-08,
GM0493,2012-09,
GM0493,2012-10,
GM0493,2012-11,
GM0493,2012-12,
GM0493,2013-01,
GM0493,2013-02,
GM0493,2013-03,
GM0493,2013-04,
GM0493,2013-05,
GM0493,2013-06,
GM0493,2013-07,
GM0493,2013-08,
GM0493,2013-09,
GM0493,2013-10,
GM0493,2013-11,
GM0493,2013-12,
GM0493,2014-01,
GM0493,2014-02,
GM0493,2014-03,
GM0493,2014-04,
GM0493,2014-05,
GM0493,2014-06,
GM0493,2014-07,
GM0493,2014-08,
GM0493,2014-09,
GM0493,2014-10,
GM0493,2014-11,
GM0493,2014-12,
GM0493,2015-01,
GM0493,2015-02,
GM0493,2015-03,
GM0493,2015-04,
GM0493,2015-05,
GM0493,2015-06,
GM0493,2015-07,
GM0493,2015-08,
GM0493,2015-09,
GM0493,2015-10,
GM0493,2015-11,
GM0493,2015-12,
GM0493,2016-01,
GM0493,2016-02,
GM0493,2016-03,
GM0493,2016-04,
GM0493,2016-05,
GM0493,2016-06,
GM0493,2016-07,
GM0493,2016-08,
GM0493,2016-09,
GM0493,2016-10,
GM0493,2016-11,
GM0493,2016-12,
GM0493,2017-01,
GM0493,2017-02,
GM0493,2017-03,
GM0493,2017-04,
GM0493,2017-05,
GM0493,2017-06,
GM0493,2017-07,
GM0493,2017-08,
GM0493,2017-09,
GM0493,2017-10,
GM0493,2017-11,
GM0493,2017-12,
GM0493,2018-01,
GM0493,2018-02,
GM0493,2018-03,
GM0493,2018-04,
GM0493,2018-05,
GM0493,2018-06,
GM0493,2018-07,
GM0493,2018-08,
GM0493,2018-09,
GM0493,2018-10,
GM0493,2018-11,
GM0493,2018-12,
GM0493,2019-01,
GM0493,2019-02,
GM0493,2019-03,
GM0493,2019-04,
GM0493,2019-05,
GM0493,2019-06,
GM0493,2019-07,
GM0493,2019-08,
GM0493,2019-09,
GM0493,2019-10,
GM0493,2019-11,
GM0493,2019-12,
GM0493,2020-01,
GM0493,2020-02,
GM0493,2020-03,
GM0493,2020-04,
GM0493,2020-05,
GM0493,2020-06,
GM0493,2020-07,
GM0493,2020-08,
GM0493,2020-09,
GM0493,2020-10,
GM0493,2020-11,
GM0493,2020-12,
GM0493,2021-01,
GM0493,2021-02,
GM0493,2021-03,
GM0493,2021-04,
GM0493,2021-05,
GM0493,2021-06,
GM0493,2021-07,
GM0493,2021-08,
GM0493,2021-09,
GM0493,2021-10,
GM0493,2021-11,
GM0493,2021-12,
GM0493,2022-01,
GM0493,2022-02,
GM0493,2022-03,
