"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 februari";"Burgwallen-Oost";"       1"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 maart";"Burgwallen-Oost";"       1"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 april";"Burgwallen-Oost";"       0"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 mei";"Burgwallen-Oost";"       0"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 juni";"Burgwallen-Oost";"       1"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 juli";"Burgwallen-Oost";"       2"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 augustus";"Burgwallen-Oost";"       1"
"1.3.1 Ongevallen (weg)";"2022 september";"Burgwallen-Nieuwe Zijde";"       6"
"1.3.1 Ongevallen (weg)";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       8"
"1.3.1 Ongevallen (weg)";"2022 november";"Burgwallen-Nieuwe Zijde";"       7"
"1.3.1 Ongevallen (weg)";"2022 december";"Burgwallen-Nieuwe Zijde";"       4"
"1.3.1 Ongevallen (weg)";"2023 januari";"Burgwallen-Nieuwe Zijde";"       7"
"1.3.1 Ongevallen (weg)";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.3.1 Ongevallen (weg)";"2023 maart";"Burgwallen-Nieuwe Zijde";"       3"
"1.3.1 Ongevallen (weg)";"2023 april";"Burgwallen-Nieuwe Zijde";"       4"
"1.3.1 Ongevallen (weg)";"2023 mei";"Burgwallen-Nieuwe Zijde";"       5"
"1.3.1 Ongevallen (weg)";"2023 juni";"Burgwallen-Nieuwe Zijde";"       3"
"1.3.1 Ongevallen (weg)";"2023 juli";"Burgwallen-Nieuwe Zijde";"      10"
"1.3.1 Ongevallen (weg)";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       7"
"1.3.1 Ongevallen (weg)";"2022 september";"Burgwallen-Oude Zijde";"       6"
"1.3.1 Ongevallen (weg)";"2022 oktober";"Burgwallen-Oude Zijde";"       8"
"1.3.1 Ongevallen (weg)";"2022 november";"Burgwallen-Oude Zijde";"       9"
"1.3.1 Ongevallen (weg)";"2022 december";"Burgwallen-Oude Zijde";"       1"
"1.3.1 Ongevallen (weg)";"2023 januari";"Burgwallen-Oude Zijde";"       5"
"1.3.1 Ongevallen (weg)";"2023 februari";"Burgwallen-Oude Zijde";"       3"
"1.3.1 Ongevallen (weg)";"2023 maart";"Burgwallen-Oude Zijde";"       3"
"1.3.1 Ongevallen (weg)";"2023 april";"Burgwallen-Oude Zijde";"       6"
"1.3.1 Ongevallen (weg)";"2023 mei";"Burgwallen-Oude Zijde";"       4"
"1.3.1 Ongevallen (weg)";"2023 juni";"Burgwallen-Oude Zijde";"       4"
"1.3.1 Ongevallen (weg)";"2023 juli";"Burgwallen-Oude Zijde";"       6"
"1.3.1 Ongevallen (weg)";"2023 augustus";"Burgwallen-Oude Zijde";"       7"
"1.3.1 Ongevallen (weg)";"2022 september";"Burgwallen-Oost";"       1"
"1.3.1 Ongevallen (weg)";"2022 oktober";"Burgwallen-Oost";"       2"
"1.3.1 Ongevallen (weg)";"2022 november";"Burgwallen-Oost";"       3"
"1.3.1 Ongevallen (weg)";"2022 december";"Burgwallen-Oost";"       0"
"1.3.1 Ongevallen (weg)";"2023 januari";"Burgwallen-Oost";"       1"
"1.3.1 Ongevallen (weg)";"2023 februari";"Burgwallen-Oost";"       1"
"1.3.1 Ongevallen (weg)";"2023 maart";"Burgwallen-Oost";"       0"
"1.3.1 Ongevallen (weg)";"2023 april";"Burgwallen-Oost";"       2"
"1.3.1 Ongevallen (weg)";"2023 mei";"Burgwallen-Oost";"       2"
"1.3.1 Ongevallen (weg)";"2023 juni";"Burgwallen-Oost";"       2"
"1.3.1 Ongevallen (weg)";"2023 juli";"Burgwallen-Oost";"       1"
"1.3.1 Ongevallen (weg)";"2023 augustus";"Burgwallen-Oost";"       0"
"1.4.1 Zedenmisdrijf";"2022 september";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 november";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 december";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 januari";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 februari";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 maart";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 april";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 mei";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 juni";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 juli";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 september";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 oktober";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 november";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 december";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 januari";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 februari";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 maart";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 april";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 mei";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 juni";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 juli";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2023 augustus";"Burgwallen-Oude Zijde";"       ."
"1.4.1 Zedenmisdrijf";"2022 september";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2022 oktober";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2022 november";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2022 december";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 januari";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 februari";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 maart";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 april";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 mei";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 juni";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 juli";"Burgwallen-Oost";"       ."
"1.4.1 Zedenmisdrijf";"2023 augustus";"Burgwallen-Oost";"       ."
"1.4.2 Moord, doodslag";"2022 september";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.2 Moord, doodslag";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       4"
"1.4.2 Moord, doodslag";"2022 november";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.2 Moord, doodslag";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 januari";"Burgwallen-Nieuwe Zijde";"       3"
"1.4.2 Moord, doodslag";"2023 februari";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.2 Moord, doodslag";"2023 maart";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.2 Moord, doodslag";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 juli";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.2 Moord, doodslag";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       3"
"1.4.2 Moord, doodslag";"2022 september";"Burgwallen-Oude Zijde";"       2"
"1.4.2 Moord, doodslag";"2022 oktober";"Burgwallen-Oude Zijde";"       2"
"1.4.2 Moord, doodslag";"2022 november";"Burgwallen-Oude Zijde";"       0"
"1.4.2 Moord, doodslag";"2022 december";"Burgwallen-Oude Zijde";"       1"
"1.4.2 Moord, doodslag";"2023 januari";"Burgwallen-Oude Zijde";"       2"
"1.4.2 Moord, doodslag";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 maart";"Burgwallen-Oude Zijde";"       2"
"1.4.2 Moord, doodslag";"2023 april";"Burgwallen-Oude Zijde";"       1"
"1.4.2 Moord, doodslag";"2023 mei";"Burgwallen-Oude Zijde";"       1"
"1.4.2 Moord, doodslag";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"1.4.2 Moord, doodslag";"2023 augustus";"Burgwallen-Oude Zijde";"       1"
"1.4.2 Moord, doodslag";"2022 september";"Burgwallen-Oost";"       1"
"1.4.2 Moord, doodslag";"2022 oktober";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2022 november";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2022 december";"Burgwallen-Oost";"       1"
"1.4.2 Moord, doodslag";"2023 januari";"Burgwallen-Oost";"       2"
"1.4.2 Moord, doodslag";"2023 februari";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2023 maart";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2023 april";"Burgwallen-Oost";"       1"
"1.4.2 Moord, doodslag";"2023 mei";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2023 juni";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2023 juli";"Burgwallen-Oost";"       0"
"1.4.2 Moord, doodslag";"2023 augustus";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 september";"Burgwallen-Nieuwe Zijde";"       2"
"1.4.3 Openlijk geweld (persoon)";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 december";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 januari";"Burgwallen-Nieuwe Zijde";"       5"
"1.4.3 Openlijk geweld (persoon)";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 maart";"Burgwallen-Nieuwe Zijde";"       2"
"1.4.3 Openlijk geweld (persoon)";"2023 april";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 mei";"Burgwallen-Nieuwe Zijde";"       3"
"1.4.3 Openlijk geweld (persoon)";"2023 juni";"Burgwallen-Nieuwe Zijde";"       2"
"1.4.3 Openlijk geweld (persoon)";"2023 juli";"Burgwallen-Nieuwe Zijde";"       3"
"1.4.3 Openlijk geweld (persoon)";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 september";"Burgwallen-Oude Zijde";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 oktober";"Burgwallen-Oude Zijde";"       3"
"1.4.3 Openlijk geweld (persoon)";"2022 november";"Burgwallen-Oude Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2022 december";"Burgwallen-Oude Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 januari";"Burgwallen-Oude Zijde";"       3"
"1.4.3 Openlijk geweld (persoon)";"2023 februari";"Burgwallen-Oude Zijde";"       2"
"1.4.3 Openlijk geweld (persoon)";"2023 maart";"Burgwallen-Oude Zijde";"       3"
"1.4.3 Openlijk geweld (persoon)";"2023 april";"Burgwallen-Oude Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 mei";"Burgwallen-Oude Zijde";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 juli";"Burgwallen-Oude Zijde";"       2"
"1.4.3 Openlijk geweld (persoon)";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 september";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 oktober";"Burgwallen-Oost";"       1"
"1.4.3 Openlijk geweld (persoon)";"2022 november";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2022 december";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 januari";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 februari";"Burgwallen-Oost";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 maart";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 april";"Burgwallen-Oost";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 mei";"Burgwallen-Oost";"       1"
"1.4.3 Openlijk geweld (persoon)";"2023 juni";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 juli";"Burgwallen-Oost";"       0"
"1.4.3 Openlijk geweld (persoon)";"2023 augustus";"Burgwallen-Oost";"       0"
"1.4.4 Bedreiging";"2022 september";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.4 Bedreiging";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      13"
"1.4.4 Bedreiging";"2022 november";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.4 Bedreiging";"2022 december";"Burgwallen-Nieuwe Zijde";"      13"
"1.4.4 Bedreiging";"2023 januari";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.4 Bedreiging";"2023 februari";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.4 Bedreiging";"2023 maart";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.4 Bedreiging";"2023 april";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.4 Bedreiging";"2023 mei";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.4 Bedreiging";"2023 juni";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.4 Bedreiging";"2023 juli";"Burgwallen-Nieuwe Zijde";"       5"
"1.4.4 Bedreiging";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.4 Bedreiging";"2022 september";"Burgwallen-Oude Zijde";"       7"
"1.4.4 Bedreiging";"2022 oktober";"Burgwallen-Oude Zijde";"       2"
"1.4.4 Bedreiging";"2022 november";"Burgwallen-Oude Zijde";"       6"
"1.4.4 Bedreiging";"2022 december";"Burgwallen-Oude Zijde";"       3"
"1.4.4 Bedreiging";"2023 januari";"Burgwallen-Oude Zijde";"       7"
"1.4.4 Bedreiging";"2023 februari";"Burgwallen-Oude Zijde";"       2"
"1.4.4 Bedreiging";"2023 maart";"Burgwallen-Oude Zijde";"       4"
"1.4.4 Bedreiging";"2023 april";"Burgwallen-Oude Zijde";"       5"
"1.4.4 Bedreiging";"2023 mei";"Burgwallen-Oude Zijde";"       7"
"1.4.4 Bedreiging";"2023 juni";"Burgwallen-Oude Zijde";"       3"
"1.4.4 Bedreiging";"2023 juli";"Burgwallen-Oude Zijde";"       4"
"1.4.4 Bedreiging";"2023 augustus";"Burgwallen-Oude Zijde";"       4"
"1.4.4 Bedreiging";"2022 september";"Burgwallen-Oost";"       4"
"1.4.4 Bedreiging";"2022 oktober";"Burgwallen-Oost";"       1"
"1.4.4 Bedreiging";"2022 november";"Burgwallen-Oost";"       1"
"1.4.4 Bedreiging";"2022 december";"Burgwallen-Oost";"       2"
"1.4.4 Bedreiging";"2023 januari";"Burgwallen-Oost";"       2"
"1.4.4 Bedreiging";"2023 februari";"Burgwallen-Oost";"       1"
"1.4.4 Bedreiging";"2023 maart";"Burgwallen-Oost";"       3"
"1.4.4 Bedreiging";"2023 april";"Burgwallen-Oost";"       1"
"1.4.4 Bedreiging";"2023 mei";"Burgwallen-Oost";"       2"
"1.4.4 Bedreiging";"2023 juni";"Burgwallen-Oost";"       1"
"1.4.4 Bedreiging";"2023 juli";"Burgwallen-Oost";"       3"
"1.4.4 Bedreiging";"2023 augustus";"Burgwallen-Oost";"       1"
"1.4.5 Mishandeling";"2022 september";"Burgwallen-Nieuwe Zijde";"      24"
"1.4.5 Mishandeling";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      20"
"1.4.5 Mishandeling";"2022 november";"Burgwallen-Nieuwe Zijde";"      18"
"1.4.5 Mishandeling";"2022 december";"Burgwallen-Nieuwe Zijde";"      18"
"1.4.5 Mishandeling";"2023 januari";"Burgwallen-Nieuwe Zijde";"      16"
"1.4.5 Mishandeling";"2023 februari";"Burgwallen-Nieuwe Zijde";"      17"
"1.4.5 Mishandeling";"2023 maart";"Burgwallen-Nieuwe Zijde";"      21"
"1.4.5 Mishandeling";"2023 april";"Burgwallen-Nieuwe Zijde";"      13"
"1.4.5 Mishandeling";"2023 mei";"Burgwallen-Nieuwe Zijde";"      21"
"1.4.5 Mishandeling";"2023 juni";"Burgwallen-Nieuwe Zijde";"      19"
"1.4.5 Mishandeling";"2023 juli";"Burgwallen-Nieuwe Zijde";"      20"
"1.4.5 Mishandeling";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      20"
"1.4.5 Mishandeling";"2022 september";"Burgwallen-Oude Zijde";"       6"
"1.4.5 Mishandeling";"2022 oktober";"Burgwallen-Oude Zijde";"      13"
"1.4.5 Mishandeling";"2022 november";"Burgwallen-Oude Zijde";"       9"
"1.4.5 Mishandeling";"2022 december";"Burgwallen-Oude Zijde";"      14"
"1.4.5 Mishandeling";"2023 januari";"Burgwallen-Oude Zijde";"      19"
"1.4.5 Mishandeling";"2023 februari";"Burgwallen-Oude Zijde";"       1"
"1.4.5 Mishandeling";"2023 maart";"Burgwallen-Oude Zijde";"      12"
"1.4.5 Mishandeling";"2023 april";"Burgwallen-Oude Zijde";"      13"
"1.4.5 Mishandeling";"2023 mei";"Burgwallen-Oude Zijde";"      11"
"1.4.5 Mishandeling";"2023 juni";"Burgwallen-Oude Zijde";"      10"
"1.4.5 Mishandeling";"2023 juli";"Burgwallen-Oude Zijde";"      13"
"1.4.5 Mishandeling";"2023 augustus";"Burgwallen-Oude Zijde";"      14"
"1.4.5 Mishandeling";"2022 september";"Burgwallen-Oost";"       2"
"1.4.5 Mishandeling";"2022 oktober";"Burgwallen-Oost";"       3"
"1.4.5 Mishandeling";"2022 november";"Burgwallen-Oost";"       3"
"1.4.5 Mishandeling";"2022 december";"Burgwallen-Oost";"       2"
"1.4.5 Mishandeling";"2023 januari";"Burgwallen-Oost";"       9"
"1.4.5 Mishandeling";"2023 februari";"Burgwallen-Oost";"       0"
"1.4.5 Mishandeling";"2023 maart";"Burgwallen-Oost";"       6"
"1.4.5 Mishandeling";"2023 april";"Burgwallen-Oost";"       2"
"1.4.5 Mishandeling";"2023 mei";"Burgwallen-Oost";"       1"
"1.4.5 Mishandeling";"2023 juni";"Burgwallen-Oost";"       5"
"1.4.5 Mishandeling";"2023 juli";"Burgwallen-Oost";"       5"
"1.4.5 Mishandeling";"2023 augustus";"Burgwallen-Oost";"       4"
"1.4.6 Straatroof";"2022 september";"Burgwallen-Nieuwe Zijde";"      15"
"1.4.6 Straatroof";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       7"
"1.4.6 Straatroof";"2022 november";"Burgwallen-Nieuwe Zijde";"       8"
"1.4.6 Straatroof";"2022 december";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.6 Straatroof";"2023 januari";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.6 Straatroof";"2023 februari";"Burgwallen-Nieuwe Zijde";"       8"
"1.4.6 Straatroof";"2023 maart";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.6 Straatroof";"2023 april";"Burgwallen-Nieuwe Zijde";"       4"
"1.4.6 Straatroof";"2023 mei";"Burgwallen-Nieuwe Zijde";"       2"
"1.4.6 Straatroof";"2023 juni";"Burgwallen-Nieuwe Zijde";"       6"
"1.4.6 Straatroof";"2023 juli";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.6 Straatroof";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       9"
"1.4.6 Straatroof";"2022 september";"Burgwallen-Oude Zijde";"      13"
"1.4.6 Straatroof";"2022 oktober";"Burgwallen-Oude Zijde";"       3"
"1.4.6 Straatroof";"2022 november";"Burgwallen-Oude Zijde";"       8"
"1.4.6 Straatroof";"2022 december";"Burgwallen-Oude Zijde";"      11"
"1.4.6 Straatroof";"2023 januari";"Burgwallen-Oude Zijde";"       8"
"1.4.6 Straatroof";"2023 februari";"Burgwallen-Oude Zijde";"      10"
"1.4.6 Straatroof";"2023 maart";"Burgwallen-Oude Zijde";"       9"
"1.4.6 Straatroof";"2023 april";"Burgwallen-Oude Zijde";"       4"
"1.4.6 Straatroof";"2023 mei";"Burgwallen-Oude Zijde";"      12"
"1.4.6 Straatroof";"2023 juni";"Burgwallen-Oude Zijde";"      11"
"1.4.6 Straatroof";"2023 juli";"Burgwallen-Oude Zijde";"       8"
"1.4.6 Straatroof";"2023 augustus";"Burgwallen-Oude Zijde";"       8"
"1.4.6 Straatroof";"2022 september";"Burgwallen-Oost";"       4"
"1.4.6 Straatroof";"2022 oktober";"Burgwallen-Oost";"       3"
"1.4.6 Straatroof";"2022 november";"Burgwallen-Oost";"       5"
"1.4.6 Straatroof";"2022 december";"Burgwallen-Oost";"       4"
"1.4.6 Straatroof";"2023 januari";"Burgwallen-Oost";"       6"
"1.4.6 Straatroof";"2023 februari";"Burgwallen-Oost";"       4"
"1.4.6 Straatroof";"2023 maart";"Burgwallen-Oost";"       4"
"1.4.6 Straatroof";"2023 april";"Burgwallen-Oost";"       1"
"1.4.6 Straatroof";"2023 mei";"Burgwallen-Oost";"       5"
"1.4.6 Straatroof";"2023 juni";"Burgwallen-Oost";"       6"
"1.4.6 Straatroof";"2023 juli";"Burgwallen-Oost";"       4"
"1.4.6 Straatroof";"2023 augustus";"Burgwallen-Oost";"       1"
"1.4.7 Overval";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2022 december";"Burgwallen-Nieuwe Zijde";"       1"
"1.4.7 Overval";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"1.4.7 Overval";"2022 september";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2022 november";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2022 december";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 april";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"1.4.7 Overval";"2022 september";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2022 oktober";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2022 november";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2022 december";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 januari";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 februari";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 maart";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 april";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 mei";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 juni";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 juli";"Burgwallen-Oost";"       0"
"1.4.7 Overval";"2023 augustus";"Burgwallen-Oost";"       0"
"1.5.2 Diefstallen (water)";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 juni";"Burgwallen-Nieuwe Zijde";"       1"
"1.5.2 Diefstallen (water)";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 september";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 november";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 december";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 april";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"1.5.2 Diefstallen (water)";"2022 september";"Burgwallen-Oost";"       0"
