displayName,links,uid,url,publicatiedatum,availabletranslations,titel,zaaknummer,gevondenop,vindplaats,afbeeldingen,signalementen,introductie,omschrijving,vragen,locaties,meerafbeeldingen,urltipformulier,blurimage,videos,uwtip
,,371652aa-e44a-45f5-add6-7e02e1f00b1a,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2022/oktober/05-vaststellen-identiteit---wie-kent-deze-man-of-weet-waar-hij-verbleef.html,2022-11-04 13:00:00,,Vaststellen identiteit - wie kent deze man of weet waar hij verbleef?,2022205141,2022-09-28,Amsterdam,"[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/oktober/2022205141-onbekende-dode-amsteldijk/nn.png', 'alttext': None}]","[{'afbeelding': {'url': '', 'alttext': ''}, 'titel': '', 'persoonskenmerken': None}]","De recherche is op zoek naar de identiteit van een overleden man, die op de Amsteldijk ter hoogte van de Torontobrug is aangetroffen. Reanimatie mocht niet meer baten. Het onderzoeksteam gaat op dit moment niet uit van een misdrijf.","<p><b>Signalement</b><br />
De overleden man kan als volgt worden omschreven:</p>

<p>- Lengte 1,62 m.<br />
- Slank en mager postuur<br />
- Hele licht blauwe ogen<br />
- Slecht gebit<br />
-&nbsp;Donkerblond licht rossig met grijs doorweven krullend haar, kalend op het achterhoofd<br />
- Volle baard en snor</p>

<p><b>Kleding</b><br />
De man droeg die dag donkerkleurige truien en een vest, een zwarte broek, zwarte sneakers met witte strepen van het merk Adidas.</p>

<p><b>Littekens</b><br />
Deze man heeft drie littekens op de rechterzijde van zijn buik en heup. De littekens zijn mogelijk afkomstig van een blindedarm operatie. Op de rug zit aan de rechterzijde ook een litteken.</p>

<p><b>Vragen</b><br />
Wie kent of herkent deze man of weet waar hij mogelijk verbleef? Vul dan het tipformulier op <a href=""http://www.politie.nl"">www.politie.nl</a> in. U kunt uw informatie ook telefonisch doorgeven via de opsporingstiplijn: 0800-6070. Wilt u liever anoniem blijven, bel dan naar Meld Misdaad Anoniem: 0800-7000 of vul geheel anoniem op <a href=""http://www.meldmisdaadanoniem.nl"">www.meldmisdaadanoniem.nl</a> het tipformulier in.</p>",,"[{'latitude': 52.3463692, 'longitude': 4.91147337}]","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/oktober/2022205141-onbekende-dode-amsteldijk/nn.png', 'alttext': None}]",https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2022/oktober/05-vaststellen-identiteit---wie-kent-deze-man-of-weet-waar-hij-verbleef.html,False,,
,,a8b9a5c1-49cd-46d3-aff4-6455c24f12d3,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2021/oktober/10-identiteit-overleden-vrouw.html,2021-10-02 19:03:00,,Identiteit overleden vrouw,2021152858,2021-09-28,Nederweert,[],"[{'afbeelding': {'url': '', 'alttext': ''}, 'titel': '', 'persoonskenmerken': None}]",Dinsdagochtend 28 september even na 10.00 uur werd er een lichaam van een overleden vrouw aangetroffen in het kanaal bij Nederweert tussen de Kelperburg en de Spoorbrug. Daarop is meteen onderzoek opgestart.,"<p>We weten op dit moment nog niet hoe en wanneer de vrouw om het leven is gekomen. Nader onderzoek heeft ons ook nog geen informatie opgeleverd over de identiteit van de vrouw. Om in contact te komen met eventuele nabestaanden en hen van antwoorden te kunnen voorzien, is het voor ons ontzettend belangrijk om de identiteit te achterhalen van de vrouw die we hebben aangetroffen. Daarom hebben we een foto van haar vrijgegeven.</p>

<p>We hebben naar alle waarschijnlijkheid te maken hebben met een vrouw van tussen de 50 en 65 jaar oud. Ze was ongeveer 1.68 groot, woog zo’n 58 kilo en had een slank postuur. Ze had blond geverfd haar met grijze uitgroei. Verder opvallend was dat ze gelnagels had of gelnagellak op de nagels had. Haar gebit was aan de bovenkaak voorzien van een kunstgebit. Aan de onderkaak had ze een gedeeltelijke prothese. Verder had ze gaatjes in de oren voor oorbellen en had ze een navelpiercing, maar lijkt het erop dat ze beide in het recente verleden niet meer in heeft gehad.</p>

<p>Dinsdagavond 1 februari was er in zowel Opsporing Verzocht als het Belgische programma <a href=""https://www.hln.be/dossier-faroek/wie-herkent-deze-vrouw-nederlandse-politie-vraagt-vlamingen-om-hulp-in-zoektocht-naar-identiteit-slachtoffer~a690b937/"">FAROEK</a> aandacht voor deze zaak. Daarin werd onderandere een schets vrijgegeven die door forensisch specialisten is gemaakt. Die schets zou een beeld geven van hoe de vrouw er mogelijk bij leven zou hebben uitgezien. Daarnaast werd bekend gemaakt dat er op de oever bij het kanaal diezelfde dag in september een dode hond is aangetroffen. Het is tot nu tot onbekend of de hond en de vrouw met elkaar te maken hebben. Maar als dat is zo is, zou de hond natuurlijk een belangrijk aanknopingspunt naar de identiteit van de vrouw kunnen zijn. De uitzendingen van FAROEK en Opsporing Verzocht leverden ruim 40 tips op die verder onderzocht worden.&nbsp;</p>

<p>Denkt u haar te herkennen? Of heeft u iemand die aan dit signalement voldoet al enige tijd niet meer gezien? Neem dan contact met ons op. Dat kan via 0800-6070, onderstaand tipformulier of anoniem via 0800-7000 (Meld Misdaad Anoniem).</p>

<h3 class=""subheader"">UPDATE:</h3>

<p>Dinsdag 24 mei is bekend gemaakt dat de identiteit van de vrouw inmiddels bekend is. Lees er <a href=""https://www.politie.nl/nieuws/2022/mei/24/10-overleden-vrouw-geidentificeerd.html"">hier </a>meer over.&nbsp;</p>

<p>&nbsp;</p>",,"[{'latitude': 51.2956107, 'longitude': 5.72250262}]",[],https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2021/oktober/10-identiteit-overleden-vrouw.html,False,"[{'url': 'http://www.youtube.com/v/vhhDwZIlaTk', 'alineatype': 'video', 'captiontitle': None, 'subcaptiontitle': None}]",
,,8726290c-7ca9-4ac1-8212-f5362b12f7c4,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2021/maart/05-identiteit-overleden-man-water-riekerweg-gezocht.html,2021-07-13 20:30:00,,Identiteit overleden man Riekerweg nog steeds onbekend: politie toont compositietekening,2021061818,2021-03-25,Amsterdam,"[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021061818-dode-man-riekerstraat/zijaanzicht.png', 'alttext': None}]",,"Wie is de man die agenten donderdagochtend 25 maart 2021 levenloos in het water ter hoogte van de Riekerweg aantroffen? Ondanks uitgebreid onderzoek van de recherche naar zijn dood blijft deze vraag tot nu toe onbeantwoord. In de hoop de identiteit van de man te achterhalen, deelde de politie eerder al foto’s van verschillende, opvallende tatoeages van hem. Helaas zonder resultaat en daarom wordt nu een compositietekening van de man verspreid.","<p>Rond 10.00 uur die donderdagochtend reden agenten over de Riekerweg toen zij een verdacht pakketje in het water dachten te zien drijven. De agenten probeerden het pakket naar de kant te krijgen, maar dit lukte niet en ze schakelden de brandweer in. Vervolgens is de brandweer samen met een duikteam ter plaatse gekomen. Nadat de duikers ter water gingen, bleek al snel dat het niet om een pakket, maar om een stoffelijk overschot ging. Het lichaam werd daarna geborgen en technisch onderzocht.</p>

<p>Er zijn op dit moment geen aanwijzingen dat de man door een misdrijf om het leven is gekomen, maar het kan nog niet worden uitgesloten dat er mogelijk sprake is van strafbare feiten rond zijn dood.</p>

<p><b>Compositietekening</b><br />
De recherche heeft helaas nog niet kunnen achterhalen wie deze man is en hoopt in contact te komen met mensen die mogelijk weten om wie het hier zou kunnen gaan. Omdat de man vermoedelijk lange tijd in het water heeft gelegen, kan zijn gezicht niet worden getoond. Om de kans op herkenning van te man te vergroten, heeft de recherche daarom een compositietekening laten maken. Deze tekening is een benadering van hoe de man er mogelijk bij leven uit zag.</p>

<p><img src=""/binaries/standaard/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021061818-dode-man-riekerstraat/vooraanzicht-dode-man.png"" alt="""" /></p>

<p>Het verdere signalement van de man is als volgt:<br />
- Lichte tot getinte huidskleur;<br />
- Geschatte leeftijd tussen de 35 en 50 jaar oud;<br />
- Ongeveer 1.83 meter lang;<br />
- Slank postuur;<br />
- Donker haar;<br />
- Donkere baard met wat grijze baardharen;<br />
- Een lichte onderbeet (iets vooruit staande kin);<br />
- De man heeft eerder zijn onderkaak gebroken en dit is vastgezet met een metalen plaatje en schroeven;<br />
- Opvallende oren;<br />
- Oorbel gaatje in zijn linker oor;<br />
- Geen opvallende littekens;<br />
- Meerdere tatoeages verspreid over zijn lichaam.</p>

<p>Toen hij werd gevonden, droeg de man:<br />
- Een zwart T-shirt met witte, oosterse tekens;<br />
- Een joggingsbroek;<br />
- Een vest met capuchon/hoodie met gestikte ruitjes patroon;<br />
- Zwarte half hoge schoenen.</p>

<p><b>Tatoeages</b><br />
De man heeft dus verschillende, opvallende tatoeages op zijn lichaam. Zijn tatoeages betreffen:<br />
- Een zwarte panter met een tribal op zijn rechter bovenarm;<br />
- Een schedel met een kroon op het hoofd op zijn borst;<br />
- Een cirkel met dunne en dikke lijnen ter hoogte van zijn linker tepel;<br />
- Een zon met drie wietblaadjes rond zijn navel, diagonaal over zijn buik;<br />
- De letters GUTS onder elkaar met diverse tribals er omheen op zijn linker onderarm.</p>

<p><b>Informatie delen</b><br />
Heeft u informatie over (de identiteit van) dit slachtoffer? Of heeft u hem mogelijk nog voor donderdag 25 maart ergens gezien? Vul dan het tipformulier in. U kunt uw informatie ook telefonisch doorgeven via 0900-8844. Wilt u liever anoniem blijven, bel dan naar Meld Misdaad Anoniem: 0800-7000 of vul geheel anoniem op www.meldmisdaadanoniem.nl het tipformulier in.</p>",,"[{'latitude': 52.3368803, 'longitude': 4.8372857}, {'latitude': 52.3675734, 'longitude': 4.9041389}]","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021061818-dode-man-riekerstraat/foto2.png', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021061818-dode-man-riekerstraat/foto1.png', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021061818-dode-man-riekerstraat/foto3.png', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021061818-dode-man-riekerstraat/foto-shirt.png', 'alttext': None}]",https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2021/maart/05-identiteit-overleden-man-water-riekerweg-gezocht.html,False,"[{'url': 'http://www.youtube.com/v/Zaal5sBmQPk', 'alineatype': 'video', 'captiontitle': None, 'subcaptiontitle': None}]",
,,64b96848-c0c3-431d-9552-6cb8dafcd3c2,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2021/maart/05-identiteit-overleden-man-gezocht-aanrijding-metro-amsterdam.html,2021-03-05 13:00:00,,Identiteit overleden man gezocht (aanrijding metro Amsterdam),2021026862,2021-02-05,Amsterdam,"[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/slachtoffer.jpg', 'alttext': None}]",,Op vrijdagavond 5 februari 2021 vond op het metrospoor tussen station Van der Madeweg en station Venserpolder een aanrijding tussen een metro en een man plaats. Het slachtoffer kwam hierbij te overlijden. In het rechercheonderzoek naar zijn dood blijkt dat het vermoedelijk om suïcide of een noodlottig ongeval gaat. Er zijn geen aanwijzingen dat er sprake is van een misdrijf. Helaas heeft de recherche ondanks vele inspanningen de identiteit van het slachtoffer nog niet kunnen achterhalen en vraagt daarom nu de hulp van de burger.,"<p>De recherche hoopt in contact te komen met mensen die mogelijk weten om wie het hier zou kunnen gaan. Het signalement van het slachtoffer:<br />
- Man;<br />
- Ongeveer 40-60 jaar oud;<br />
- Ongeveer 1.80 meter lang (ruime marge);<br />
- Bruine ogen;<br />
- Zwart stijl haar met grijze slapen en kaal op het achterhoofd;<br />
- Geen tatoeages.</p>

<p>Er zijn foto’s van het gezicht van het slachtoffer beschikbaar, zie onderaan het persbericht.</p>

<p>Hij droeg:<br />
- Shirt merk ‘Hunter’ wit, rood en blauw;<br />
- Witte hoodie merk ‘Kultivate’ met drukke print in de kleuren zwart, blauw en felgroen;<br />
- Gestreepte fleece sokken;<br />
- Donker blauwe spijkerbroek merk ‘Blue Blood’;<br />
- Donkere bergschoenen merk ‘Caterpillar’ maat 43.</p>

<p>Er zijn foto’s van de kleding en schoenen van het slachtoffer beschikbaar, zie onderaan het persbericht.</p>

<p><b>Operatie been</b><br />
Uit onderzoek is gebleken dat het slachtoffer twee schroeven in zijn kuitbeen net boven de enkel had. Het slachtoffer is dus vermoedelijk eerder aan zijn been geopereerd.</p>

<p><b>Informatie delen</b><br />
Heeft u informatie over (de identiteit van) dit slachtoffer? Vul dan het tipformulier in. U kunt uw informatie ook telefonisch doorgeven via 0900-8844.</p>",,"[{'latitude': 52.3675734, 'longitude': 4.9041389}]","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/slachtoffer.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/close-up-slachtoffer.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/trui.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/shirt.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/broek.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/maart/2021026862-identiteit-overleden-man-gezocht/schoenen.jpg', 'alttext': None}]",https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2021/maart/05-identiteit-overleden-man-gezocht-aanrijding-metro-amsterdam.html,False,,
,,8cd99e8c-700a-4dd9-85b1-15e79fc3a057,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2022/januari/11-op-de-noordzee-aangetroffen-ongeidentificeerde-persoon-2.html,2022-01-07 14:21:00,,Op de Noordzee aangetroffen ongeïdentificeerde persoon,PL0100-2020304342,2020-11-03,"Noordzee, ter hooge van Vlieland","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/kleding.png', 'alttext': None}]","[{'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/kleding.png', 'alttext': 'Volledige outfit van de gevonden man UNIQLO'}, 'titel': 'Volledige outfit van de gevonden man UNIQLO', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/fleece-jack.png', 'alttext': 'Blauw fleece jack met volledige rits, maat XL, merk UNIQLO'}, 'titel': 'Blauw fleece jack met volledige rits, maat XL, merk UNIQLO', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/broek.png', 'alttext': 'Blauw joggingbroek, maat XL, merk UNIQLO'}, 'titel': 'Blauw joggingbroek, maat XL, merk UNIQLO', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/logo-uniqlo.png', 'alttext': 'Logo UNIQLO'}, 'titel': 'Logo UNIQLO', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/t-shirt.png', 'alttext': 'Wit en grijs gemêleerd T-shirt, merk Loft'}, 'titel': 'Wit en grijs gemêleerd T-shirt, merk Loft', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/schoen-camper.png', 'alttext': 'Zwarte schoenen, maat 43, merk Camper.'}, 'titel': 'Zwarte schoenen, maat 43, merk Camper.', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/sokken.png', 'alttext': 'Grijze sokken met wisselend wit/zwarte stippen, merk Paul Smith'}, 'titel': 'Grijze sokken met wisselend wit/zwarte stippen, merk Paul Smith', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2022/januari/persoon-2-gevonden-op-de-noordzee-ter-hoogte-van-vlieland/onderbroek.png', 'alttext': 'Grijze onderbroek, maat L, merk HOM'}, 'titel': 'Grijze onderbroek, maat L, merk HOM', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}]","Deze volwassen man is op 3 november 2020 aangetroffen op de Noordzee, ter hoogte van Vlieland.","<p>Vanwege de staat van ontbinding is er geen foto beschikbaar van de man zelf.</p>

<p><strong>Beschrijving:</strong></p>

<ul class=""rewrittenContentList"">
 <li>Volwassen man, blanke huidskleur, lengte ca. 184.</li>
 <li>Geen littekens en/of tatoeages waarneembaar.</li>
</ul>

<p><strong>Kleding:</strong></p>

<ul class=""rewrittenContentList"">
 <li>Blauw fleece jack met volledige rits, maat XL, merk UNIQLO</li>
 <li>Wit en grijs gemêleerd T-shirt, merk Loft</li>
 <li>Blauw joggingbroek, maat XL, merk UNIQLO</li>
 <li>Grijze onderbroek, maat L, merk HOM</li>
 <li>Grijze sokken met wisselend wit/zwarte stippen, merk Paul Smith</li>
 <li>Zwarte schoenen, maat 43, merk Camper.</li>
</ul>

<p>In verband met de stroming van de Noordzee is het goed mogelijk dat deze man uit Engeland, België of Frankrijk afkomstig is.</p>",,[],[],https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2022/januari/11-op-de-noordzee-aangetroffen-ongeidentificeerde-persoon-2.html,False,,
,,572e7ea7-adc5-428d-99ff-7f7616b8cd3c,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2021/december/11-op-de-noordzee-aangetroffen-ongeidentificeerde-persoon-1.html,2021-12-01 17:29:00,,Op de Noordzee aangetroffen ongeïdentificeerde persoon,PL1100-2020182906,2020-08-26,"Noordzee, ongeveer 19 mijl west van Scheveningen","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/december/11-le/schoenen-i-look.png', 'alttext': 'Rood/Zwarte Sneakers met opschrift „I Look”.'}]","[{'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/december/11-le/schoenen-i-look.png', 'alttext': 'Rood/Zwarte Sneakers met opschrift „I Look”.'}, 'titel': 'Rood/Zwarte Sneakers met opschrift „I Look” (zwarte sokken)', 'persoonskenmerken': None}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/december/11-le/onderbroek-no-publik.png', 'alttext': 'Zwarte onderbroek, merk “No Publik”'}, 'titel': 'Zwarte onderbroek, merk “No Publik”', 'persoonskenmerken': None}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/december/11-le/jeans-zara-man.png', 'alttext': 'Zwarte jeans, merk Zara man, maat „M“'}, 'titel': 'Zwarte jeans, merk Zara man, maat „M“', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}, {'afbeelding': {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2021/december/11-le/logo-no-publik.png', 'alttext': None}, 'titel': 'Logo ""No Publik""', 'persoonskenmerken': [{'label': '', 'waarde': ''}]}]","Deze volwassen man is op 26 augustus 2020 aangetroffen op de Noordzee, ongeveer 19 mijl west van Scheveningen.","<p>Vanwege de staat van ontbinding is er geen foto beschikbaar van de man zelf.</p>

<p><strong>Beschrijving</strong></p>

<ul class=""rewrittenContentList"">
 <li>Volwassen man, donkere huidskleur, lengte ca. 173.</li>
 <li>Volledig gaaf eigen gebit, dus geen tandheelkundige behandelingen uitgevoerd.</li>
 <li>Geen littekens en/of tatoeages waarneembaar.</li>
</ul>

<p><strong>Kleding</strong></p>

<ul class=""rewrittenContentList"">
 <li>Zwarte jeans, merk Zara man, maat „M“</li>
 <li>Zwarte onderbroek, merk “No Publik”</li>
 <li>Zwarte sokken</li>
 <li>Rood/Zwarte Sneakers met opschrift „I Look”</li>
</ul>

<p>Gelet op de positie van aantreffen is het niet uit te sluiten dat deze aangetroffen ongeïdentificeerde persoon een migrant is welke een aantal weken daarvoor vanaf Calais (Fr.) de oversteek naar Engeland heeft willen maken.</p>

<p>&nbsp;</p>",,[],[],https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2021/december/11-op-de-noordzee-aangetroffen-ongeidentificeerde-persoon-1.html,False,,
,,e5a37365-bec7-4f7e-8c59-67d7b0b67293,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2020/juni/utrecht---centraal-station.html,2020-07-15 12:40:08,"[{'language': 'en', 'id': 'f80df11a-6df6-41a1-899f-a940c0e2ce0a'}]","Utrecht, Centraal Station",20180846,2020-06-09,Utrecht,"[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/gezicht-bewerkt-2.jpg', 'alttext': None}]","[{'afbeelding': {'url': '', 'alttext': ''}, 'titel': '', 'persoonskenmerken': None}]",Op dinsdag 9 juni 2020 omstreeks 18.45 uur is een overleden persoon op station Utrecht Centraal aangetroffen. Onderzoek wees uit dat er geen sprake is van een misdrijf en dat vermoedelijk sprake is van zelfdoding. De identiteit van de persoon tot nu toe onbekend gebleven.,"<p>Uit de camerabeelden is gebleken dat hij op 9 juni om 13:30 uur is aangekomen op Amsterdam Centraal met de ICE uit Frankfurt. Vanaf Amsterdam Centraal is hij doorgereisd via Amsterdam Amstel naar Utrecht Centraal. Vermoedelijk komt de man dus uit de richting van Duitsland. De rode tas die hij bij zich had op de foto (camerabeeld station)&nbsp;is niet meer teruggevonden. De persoon had geen goederen/voorwerpen bij zich waar de identiteit uit op te maken was.</p>

<p>Signalement:</p>

<ul class=""rewrittenContentList"">
 <li>donkergetint</li>
 <li>slank postuur</li>
 <li>1.70 m lang</li>
 <li>vermoedelijk 40-50 jaar</li>
 <li>&nbsp;kaal/kort grijs haar</li>
 <li>Droeg een blauw/wit/rood geblokte jas van het merk Collider. Aan de achterzijde onderop de opdruk Nothing Will</li>
 <li>zwarte bodywarmer</li>
 <li>wit shirt&nbsp;</li>
 <li>donkere jeans van het merk Abercombie and Fitch</li>
 <li>rode sportschoenen.</li>
 <li>petje</li>
 <li>groen mondkapje</li>
 <li>horloge van het merk Police</li>
 <li>verzorgd uiterlijk</li>
</ul>

<p>Herkent u deze man of heeft u deze man die dag gezien? Neem dan contact op via onderstaand tipformulier met de recherche van Utrecht via tel. 0900-8844 of via het tipformulier.</p>",,"[{'latitude': 52.0908857, 'longitude': 5.1109212}]","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/nieuws/2020/juni/03-mn/man-utrecht-cs-onbekend.jpg', 'alttext': 'man utrecht cs onbekend'}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/linker-borst-vest.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/adidas.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/broek-achterzijde.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/onderzijde-achterzijde-vest.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/boerenpetje.jpg', 'alttext': None}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2020/juni/gesp-broekriem.jpg', 'alttext': None}]",https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2020/juni/utrecht---centraal-station.html,True,,
,,1c0874c5-aaeb-4b37-9078-4e8a719407a7,https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/2018/april/de-waal---dodewaard.html,2021-10-28 16:44:53,,De Waal - Dodewaard,18024363,2018-01-02,"Rivier De Waal, ter hoogte van Dodewaard","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2018/april/1-dsc_6922-1.jpg', 'alttext': '1 bruine linker Toboga (veter)schoen, maat 45 (de rechter schoen was niet meer aanwezig)'}]","[{'afbeelding': {'url': '', 'alttext': ''}, 'titel': 'Signalement van de man', 'persoonskenmerken': [{'label': 'Huidskleur', 'waarde': 'Blank'}, {'label': 'Leeftijd', 'waarde': 'Tussen 30 en 50 jaar (mogelijk tussen 40 en 50 jaar)'}, {'label': 'Lengte', 'waarde': 'Ongeveer 190 cm'}, {'label': 'Gewicht', 'waarde': '85 kg'}, {'label': 'Gebit', 'waarde': 'Eigen gebit'}]}]",Op 2 januari 2018 werd in de uiterwaarden van rivier de Waal ter hoogte van Dodewaard het stoffelijk overschot van een onbekende man aangetroffen.,,<p>Mist u iemand uit uw omgeving die voldoet aan het signalement? Of hebt u informatie over deze vermissing? Neem dan contact op met de politie via 0800-6070 (gratis).</p>,"[{'latitude': 51.9105136, 'longitude': 5.656820100000001}]","[{'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2018/april/1-dsc_6927-1.jpg', 'alttext': 'Zwarte sokken met een paars randje'}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2018/april/1-dsc_6931-1.jpg', 'alttext': 'Blauwe spijkerbroek, merk Jinglers 03'}, {'url': 'https://www.politie.nl/binaries/content/gallery/politie/vermist/ongeidentificeerde-personen/2018/april/1-dsc_6938-1.jpg', 'alttext': 'Grijze onderbroek, maat 7/XL'}]",https://www.politie.nl/gezocht-en-vermist/niet-geidentificeerde-personen/formulier/2018/april/de-waal---dodewaard.html,False,,
