Perioden,Title,KinderenMetKansOpArmoedeRelatief_3
2013,Doetinchem,38.8
2013,Dongen,28.8
2013,Dongeradeel,38.3
2013,Dordrecht,55.6
2013,Drechterland,28.5
2013,Drimmelen,21.4
2013,Dronten,40.4
2013,Druten,29.0
2013,Duiven,29.4
2013,Echt-Susteren,33.0
2013,Edam-Volendam,18.3
2013,Ede,33.0
2013,Eemnes,26.9
2013,Eemsdelta,0.0
2013,Eemsmond,47.2
2013,Eersel,24.2
2013,Eijsden-Margraten,24.8
2013,Eindhoven,60.2
2013,Elburg,23.5
2013,Emmen,53.5
2013,Enkhuizen,44.0
2013,Enschede,71.6
2013,Epe,29.1
2013,Ermelo,26.0
2013,Etten-Leur,35.2
2013,Ferwerderadiel,29.6
2013,Franekeradeel,47.3
2013,Gaasterlân-Sleat,29.4
2013,Geertruidenberg,31.9
2013,Geldermalsen,25.1
2013,Geldrop-Mierlo,42.4
2013,Gemert-Bakel,29.7
2013,Gennep,32.3
2013,Giessenlanden,16.8
2013,Gilze en Rijen,33.4
2013,Goedereede,0.0
2013,Goeree-Overflakkee,20.6
2013,Goes,34.8
2013,Goirle,28.9
2013,Gooise Meren,0.0
2013,Gorinchem,45.4
2013,Gouda,48.6
2013,Graafstroom,0.0
2013,Graft-De Rijp,23.6
2013,Grave,24.4
2013,Groesbeek,28.9
2013,Groningen (gemeente),74.8
2013,Grootegast,31.7
2013,Gulpen-Wittem,29.2
2013,Haaksbergen,27.3
2013,Haaren,16.9
2013,Haarlem,45.3
2013,Haarlemmerliede en Spaarnwoude,33.0
2013,Haarlemmermeer,26.5
2013,Halderberge,35.8
2013,Hardenberg,25.0
2013,Harderwijk,36.9
2013,Hardinxveld-Giessendam,16.4
2013,Haren,21.1
2013,Harenkarspel,0.0
2013,Harlingen,53.7
2013,Hattem,24.5
2013,Heemskerk,46.1
2013,Heemstede,20.7
2013,Heerde,28.5
2013,Heerenveen,38.7
2013,Heerhugowaard,34.3
2013,Heerlen,91.2
2013,Heeze-Leende,20.8
2013,Heiloo,20.6
2013,Hellendoorn,26.8
2013,Hellevoetsluis,38.4
2013,Helmond,53.3
2013,Hendrik-Ido-Ambacht,23.0
2013,Hengelo (O.),48.4
2013,Het Hogeland,0.0
2013,Heumen,21.1
2013,Heusden,33.0
2013,Hillegom,35.6
2013,Hilvarenbeek,18.6
2013,Hilversum,40.8
2013,Hoeksche Waard,0.0
2013,Hof van Twente,24.4
2013,Hollands Kroon,29.7
2013,Hoogeveen,45.3
2013,Hoogezand-Sappemeer,67.4
2013,Hoorn,48.6
2013,Horst aan de Maas,25.0
2013,Houten,21.6
2013,Huizen,35.7
2013,Hulst,28.7
2013,IJsselstein,32.9
2013,Kaag en Braassem,19.8
2013,Kampen,30.3
2013,Kapelle,21.9
2013,Katwijk,26.1
2013,Kerkrade,82.1
2013,Koggenland,24.7
2013,Kollumerland en Nieuwkruisland,34.4
2013,Korendijk,14.0
2013,Krimpen aan den IJssel,27.6
2013,Krimpenerwaard,0.0
2013,Laarbeek,25.4
2013,Land van Cuijk,0.0
2013,Landerd,20.2
2013,Landgraaf,58.8
2013,Landsmeer,32.0
2013,Langedijk,30.3
2013,Lansingerland,22.5
2013,Laren (NH.),33.4
2013,Leek,35.4
2013,Leerdam,42.7
2013,Leeuwarden,65.9
2013,Leeuwarderadeel,29.7
2013,Leiden,54.2
2013,Leiderdorp,28.2
2013,Leidschendam-Voorburg,43.8
2013,Lelystad,60.9
2013,Lemsterland,38.9
2013,Leudal,24.3
2013,Leusden,16.2
2013,Liesveld,0.0
2013,Lingewaal,27.7
2013,Lingewaard,23.8
2013,Lisse,23.0
2013,Littenseradiel,24.6
2013,Lochem,27.2
2013,Loon op Zand,27.6
2013,Lopik,21.7
2013,Loppersum,34.5
2013,Losser,34.2
2013,Maasdonk,20.6
2013,Maasdriel,24.4
2013,Maasgouw,29.2
2013,Maashorst,0.0
2013,Maassluis,61.3
2013,Maastricht,69.6
2013,Marum,30.5
2013,Medemblik,28.7
2013,Meerssen,31.7
2013,Meierijstad,0.0
2013,Menameradiel,25.8
2013,Menterwolde,39.1
2013,Meppel,38.5
2013,Middelburg (Z.),45.2
2013,Middelharnis,0.0
2013,Midden-Delfland,17.4
2013,Midden-Drenthe,29.5
2013,Midden-Groningen,0.0
2013,Mill en Sint Hubert,23.2
2013,Millingen aan de Rijn,37.2
2013,Moerdijk,25.6
2013,Molenlanden,0.0
2013,Molenwaard,15.5
2013,Montferland,36.7
2013,Montfoort,18.9
2013,Mook en Middelaar,24.3
2013,Muiden,31.4
2013,Naarden,22.7
2013,Neder-Betuwe,23.1
2013,Nederlek,27.8
2013,Nederweert,30.3
2013,Neerijnen,20.8
2013,Niedorp,0.0
2013,Nieuw-Lekkerland,0.0
2013,Nieuwegein,41.1
2013,Nieuwkoop,21.0
2013,Nijkerk,24.7
2013,Nijmegen,63.9
2013,Nissewaard,0.0
2013,Noardeast-Fryslân,0.0
2013,Noord-Beveland,36.0
2013,Noordenveld,35.1
2013,Noordoostpolder,41.4
2013,Noordwijk,30.4
2013,Noordwijkerhout,30.8
2013,"Nuenen, Gerwen en Nederwetten",26.7
2013,Nunspeet,22.8
2013,Nuth,28.6
2013,Oegstgeest,19.8
2013,Oirschot,20.3
2013,Oisterwijk,31.7
2013,Oldambt,49.0
2013,Oldebroek,19.5
2013,Oldenzaal,33.5
2013,Olst-Wijhe,22.2
2013,Ommen,26.1
2013,Onderbanken,43.6
2013,Oost Gelre,20.0
2013,Oosterhout,40.4
2013,Oostflakkee,0.0
2013,Ooststellingwerf,40.4
2013,Oostzaan,23.3
2013,Opmeer,20.3
2013,Opsterland,35.0
2013,Oss,42.6
2013,Oud-Beijerland,20.9
2013,Oude IJsselstreek,35.1
2013,Ouder-Amstel,22.4
2013,Ouderkerk,22.5
2013,Oudewater,27.0
2013,Overbetuwe,26.5
2013,Papendrecht,32.3
2013,Peel en Maas,23.5
2013,Pekela,62.9
2013,Pijnacker-Nootdorp,24.1
2013,Purmerend,40.2
2013,Putten,31.0
2013,Raalte,25.1
2013,Reimerswaal,22.8
2013,Renkum,34.1
2013,Renswoude,22.8
2013,Reusel-De Mierden,30.1
2013,Rheden,47.5
2013,Rhenen,33.4
2013,Ridderkerk,41.5
2013,Rijnwaarden,36.2
2013,Rijnwoude,20.9
2013,Rijssen-Holten,21.1
2013,Rijswijk (ZH.),61.4
2013,Roerdalen,34.2
2013,Roermond,65.9
2013,Roosendaal,51.8
2013,Rotterdam,105.6
2013,Rozendaal,4.5
2013,Rucphen,32.7
2013,Schagen,26.6
2013,Schermer,28.3
2013,Scherpenzeel,16.8
2013,Schiedam,74.9
2013,Schiermonnikoog,7.3
2013,Schijndel,33.0
2013,Schinnen,32.7
2013,Schoonhoven,31.8
2013,Schouwen-Duiveland,32.8
2013,Simpelveld,28.2
2013,Sint Anthonis,26.5
2013,Sint-Michielsgestel,22.1
2013,Sint-Oedenrode,25.3
2013,Sittard-Geleen,54.2
2013,Skarsterlân,31.1
2013,Sliedrecht,30.7
2013,Slochteren,29.7
2013,Sluis,36.4
2013,Smallingerland,45.3
2013,Soest,36.9
2013,Someren,27.2
2013,Son en Breugel,26.5
2013,Spijkenisse,55.3
2013,Stadskanaal,55.7
2013,Staphorst,15.5
2013,Stede Broec,31.6
2013,Steenbergen,31.2
2013,Steenwijkerland,37.0
2013,Stein (L.),36.1
2013,Stichtse Vecht,23.9
2013,Strijen,23.5
2013,Súdwest-Fryslân,37.6
2013,Ten Boer,31.4
2013,Terneuzen,40.9
2013,Terschelling,21.1
2013,Texel,38.2
2013,Teylingen,17.9
2013,Tholen,24.8
2013,Tiel,56.8
2013,Tilburg,60.7
2013,Tubbergen,16.3
2013,Twenterand,34.7
2013,Tynaarlo,23.9
2013,Tytsjerksteradiel,29.1
2013,Ubbergen,26.7
2013,Uden,38.9
2013,Uitgeest,19.5
2013,Uithoorn,35.5
2013,Urk,23.7
2013,Utrecht (gemeente),55.3
2013,Utrechtse Heuvelrug,28.9
2013,Vaals,69.5
2013,Valkenburg aan de Geul,39.5
2013,Valkenswaard,39.6
2013,Veendam,49.7
2013,Veenendaal,41.6
2013,Veere,24.3
2013,Veghel,29.0
2013,Veldhoven,30.7
2013,Velsen,39.5
2013,Venlo,59.8
2013,Venray,42.1
2013,Vianen,33.0
2013,Vijfheerenlanden,0.0
2013,Vlaardingen,70.1
2013,Vlagtwedde,42.3
2013,Vlieland,7.7
2013,Vlissingen,52.8
2013,Vlist,19.8
2013,Voerendaal,32.6
2013,Voorschoten,26.3
2013,Voorst,21.3
2013,Vught,26.3
2013,Waadhoeke,0.0
2013,Waalre,25.3
2013,Waalwijk,34.2
2013,Waddinxveen,25.0
2013,Wageningen,40.8
2013,Wassenaar,35.3
2013,Waterland,16.4
2013,Weert,41.9
2013,Weesp,46.5
2013,Werkendam,23.5
2013,West Betuwe,0.0
2013,West Maas en Waal,27.0
2013,Westerkwartier,0.0
2013,Westerveld,34.9
2013,Westervoort,59.2
2013,Westerwolde,0.0
2013,Westland,30.7
2013,Weststellingwerf,39.4
2013,Westvoorne,26.3
2013,Wierden,22.1
2013,Wieringen,0.0
2013,Wieringermeer,0.0
2013,Wijchen,34.7
2013,Wijdemeren,24.6
2013,Wijk bij Duurstede,25.1
2013,Winsum,28.2
2013,Winterswijk,37.4
2013,Woensdrecht,30.2
2013,Woerden,25.6
2013,Wormerland,32.9
2013,Woudenberg,24.4
2013,Woudrichem,20.6
2013,Zaanstad,52.3
2013,Zaltbommel,28.0
2013,Zandvoort,59.0
2013,Zederik,20.2
2013,Zeevang,22.7
2013,Zeewolde,28.6
2013,Zeist,42.6
2013,Zevenaar,38.5
2013,Zijpe,0.0
2013,Zoetermeer,60.9
2013,Zoeterwoude,15.7
2013,Zuidhorn,21.9
2013,Zuidplas,27.0
2013,Zundert,31.6
2013,Zutphen,49.2
2013,Zwartewaterland,18.1
2013,Zwijndrecht,55.3
2013,Zwolle,41.0
2013,het Bildt,34.8
2014,'s-Gravenhage (gemeente),82.4
2014,'s-Hertogenbosch,47.6
2014,Aa en Hunze,24.1
2014,Aalburg,18.8
2014,Aalsmeer,21.0
2014,Aalten,25.5
2014,Achtkarspelen,39.7
2014,Alblasserdam,25.9
2014,Albrandswaard,26.3
2014,Alkmaar,45.5
2014,Almelo,60.9
2014,Almere,57.2
2014,Alphen aan den Rijn,31.8
2014,Alphen-Chaam,27.1
2014,Altena,0.0
2014,Ameland,21.2
2014,Amersfoort,38.4
2014,Amstelveen,31.2
2014,Amsterdam,95.0
2014,Anna Paulowna,0.0
2014,Apeldoorn,40.5
2014,Appingedam,64.9
2014,Arnhem,72.7
2014,Assen,48.9
2014,Asten,29.2
2014,Baarle-Nassau,37.8
2014,Baarn,31.1
2014,Barendrecht,25.8
2014,Barneveld,20.4
2014,Bedum,32.5
2014,Beek (L.),37.5
2014,Beekdaelen,0.0
2014,Beemster,26.4
2014,Beesel,35.7
2014,Bellingwedde,47.0
2014,Berg en Dal,0.0
2014,Bergambacht,22.0
2014,Bergeijk,24.8
2014,Bergen (L.),29.3
2014,Bergen (NH.),29.7
2014,Bergen op Zoom,56.4
2014,Berkelland,25.9
2014,Bernheze,24.0
2014,Bernisse,27.1
2014,Best,25.0
2014,Beuningen,29.8
2014,Beverwijk,47.9
2014,Binnenmaas,21.3
2014,Bladel,23.4
2014,Blaricum,35.2
2014,Bloemendaal,23.3
2014,Boarnsterhim,0.0
2014,Bodegraven-Reeuwijk,25.2
2014,Boekel,22.5
2014,Borger-Odoorn,39.1
2014,Borne,30.9
2014,Borsele,22.6
2014,Boskoop,0.0
2014,Boxmeer,25.8
2014,Boxtel,39.5
2014,Breda,47.6
2014,Brielle,27.5
2014,Bronckhorst,27.8
2014,Brummen,31.0
2014,Brunssum,72.7
2014,Bunnik,16.0
2014,Bunschoten,16.9
2014,Buren,27.0
2014,Bussum,26.9
2014,Capelle aan den IJssel,66.6
2014,Castricum,20.3
2014,Coevorden,44.6
2014,Cranendonck,28.0
2014,Cromstrijen,20.2
2014,Cuijk,36.6
2014,Culemborg,37.4
2014,Dalfsen,18.3
2014,Dantumadiel,36.9
2014,De Bilt,31.5
2014,De Friese Meren,30.5
2014,De Fryske Marren,0.0
2014,De Marne,44.9
2014,De Ronde Venen,27.3
2014,De Wolden,25.8
2014,Delft,66.6
2014,Delfzijl,68.2
2014,Den Helder,66.1
2014,Deurne,34.1
2014,Deventer,46.6
2014,Diemen,55.0
2014,Dijk en Waard,0.0
2014,Dinkelland,17.5
2014,Dirksland,0.0
2014,Doesburg,58.1
2014,Doetinchem,40.0
2014,Dongen,28.3
2014,Dongeradeel,44.5
2014,Dordrecht,57.2
2014,Drechterland,25.7
2014,Drimmelen,18.5
2014,Dronten,40.0
2014,Druten,31.7
2014,Duiven,30.1
2014,Echt-Susteren,37.2
2014,Edam-Volendam,16.7
2014,Ede,32.5
2014,Eemnes,25.8
2014,Eemsdelta,0.0
2014,Eemsmond,45.8
2014,Eersel,25.2
2014,Eijsden-Margraten,25.8
2014,Eindhoven,61.0
2014,Elburg,25.6
2014,Emmen,55.4
2014,Enkhuizen,46.1
2014,Enschede,72.5
2014,Epe,34.6
2014,Ermelo,25.4
2014,Etten-Leur,38.9
2014,Ferwerderadiel,30.9
2014,Franekeradeel,39.1
2014,Gaasterlân-Sleat,0.0
2014,Geertruidenberg,32.4
2014,Geldermalsen,24.7
2014,Geldrop-Mierlo,44.4
2014,Gemert-Bakel,29.1
2014,Gennep,30.2
2014,Giessenlanden,19.9
2014,Gilze en Rijen,37.2
2014,Goedereede,0.0
2014,Goeree-Overflakkee,22.9
2014,Goes,35.5
2014,Goirle,30.6
2014,Gooise Meren,0.0
2014,Gorinchem,46.4
2014,Gouda,48.1
2014,Graafstroom,0.0
2014,Graft-De Rijp,24.4
2014,Grave,30.5
2014,Groesbeek,28.2
2014,Groningen (gemeente),75.7
2014,Grootegast,28.8
2014,Gulpen-Wittem,27.7
2014,Haaksbergen,28.5
2014,Haaren,21.7
2014,Haarlem,45.7
2014,Haarlemmerliede en Spaarnwoude,36.1
2014,Haarlemmermeer,27.0
2014,Halderberge,38.6
2014,Hardenberg,25.9
2014,Harderwijk,36.7
2014,Hardinxveld-Giessendam,14.8
2014,Haren,24.2
2014,Harenkarspel,0.0
2014,Harlingen,55.6
2014,Hattem,28.1
2014,Heemskerk,48.4
2014,Heemstede,21.5
2014,Heerde,24.5
2014,Heerenveen,35.9
2014,Heerhugowaard,36.0
2014,Heerlen,95.8
2014,Heeze-Leende,24.0
2014,Heiloo,20.5
2014,Hellendoorn,25.8
2014,Hellevoetsluis,38.8
2014,Helmond,55.2
2014,Hendrik-Ido-Ambacht,25.3
2014,Hengelo (O.),48.9
2014,Het Hogeland,0.0
2014,Heumen,22.0
2014,Heusden,31.1
2014,Hillegom,32.3
2014,Hilvarenbeek,20.6
2014,Hilversum,41.1
2014,Hoeksche Waard,0.0
2014,Hof van Twente,23.7
2014,Hollands Kroon,30.8
2014,Hoogeveen,43.2
2014,Hoogezand-Sappemeer,67.1
2014,Hoorn,49.2
2014,Horst aan de Maas,27.3
2014,Houten,21.0
2014,Huizen,36.5
2014,Hulst,29.3
2014,IJsselstein,32.8
2014,Kaag en Braassem,21.8
2014,Kampen,31.1
2014,Kapelle,19.2
2014,Katwijk,26.4
2014,Kerkrade,86.3
2014,Koggenland,22.5
2014,Kollumerland en Nieuwkruisland,36.8
2014,Korendijk,17.3
2014,Krimpen aan den IJssel,29.2
2014,Krimpenerwaard,0.0
2014,Laarbeek,27.2
2014,Land van Cuijk,0.0
2014,Landerd,22.3
2014,Landgraaf,60.2
2014,Landsmeer,25.8
2014,Langedijk,31.8
2014,Lansingerland,22.6
2014,Laren (NH.),31.9
2014,Leek,36.4
2014,Leerdam,47.2
2014,Leeuwarden,60.1
2014,Leeuwarderadeel,35.5
2014,Leiden,52.9
2014,Leiderdorp,28.5
2014,Leidschendam-Voorburg,41.7
2014,Lelystad,63.3
2014,Lemsterland,0.0
2014,Leudal,24.3
2014,Leusden,17.6
2014,Liesveld,0.0
2014,Lingewaal,29.0
2014,Lingewaard,24.5
2014,Lisse,24.6
2014,Littenseradiel,21.3
2014,Lochem,30.3
2014,Loon op Zand,27.3
2014,Lopik,28.3
2014,Loppersum,38.5
2014,Losser,38.7
2014,Maasdonk,23.4
2014,Maasdriel,29.3
2014,Maasgouw,27.8
2014,Maashorst,0.0
2014,Maassluis,60.4
2014,Maastricht,72.5
2014,Marum,30.2
2014,Medemblik,30.3
2014,Meerssen,32.0
2014,Meierijstad,0.0
2014,Menameradiel,24.1
2014,Menterwolde,39.3
2014,Meppel,36.7
2014,Middelburg (Z.),44.9
2014,Middelharnis,0.0
2014,Midden-Delfland,16.2
2014,Midden-Drenthe,28.3
2014,Midden-Groningen,0.0
2014,Mill en Sint Hubert,23.5
2014,Millingen aan de Rijn,37.3
2014,Moerdijk,29.1
2014,Molenlanden,0.0
2014,Molenwaard,15.3
2014,Montferland,39.9
2014,Montfoort,21.5
2014,Mook en Middelaar,24.0
2014,Muiden,27.0
2014,Naarden,23.1
2014,Neder-Betuwe,24.0
2014,Nederlek,28.4
2014,Nederweert,33.1
2014,Neerijnen,24.4
2014,Niedorp,0.0
2014,Nieuw-Lekkerland,0.0
2014,Nieuwegein,41.5
2014,Nieuwkoop,18.5
2014,Nijkerk,23.6
2014,Nijmegen,63.0
2014,Nissewaard,0.0
2014,Noardeast-Fryslân,0.0
2014,Noord-Beveland,33.2
2014,Noordenveld,34.5
2014,Noordoostpolder,40.6
2014,Noordwijk,28.5
2014,Noordwijkerhout,34.1
2014,"Nuenen, Gerwen en Nederwetten",25.5
2014,Nunspeet,22.3
2014,Nuth,28.7
2014,Oegstgeest,17.4
2014,Oirschot,20.4
2014,Oisterwijk,30.4
2014,Oldambt,51.3
2014,Oldebroek,21.1
2014,Oldenzaal,35.0
2014,Olst-Wijhe,24.9
2014,Ommen,27.2
2014,Onderbanken,43.9
2014,Oost Gelre,21.6
2014,Oosterhout,42.1
2014,Oostflakkee,0.0
2014,Ooststellingwerf,40.7
2014,Oostzaan,20.5
2014,Opmeer,22.6
2014,Opsterland,32.1
2014,Oss,44.6
2014,Oud-Beijerland,22.7
2014,Oude IJsselstreek,34.6
2014,Ouder-Amstel,26.9
2014,Ouderkerk,20.4
2014,Oudewater,25.0
2014,Overbetuwe,27.6
2014,Papendrecht,32.6
2014,Peel en Maas,25.0
2014,Pekela,69.2
2014,Pijnacker-Nootdorp,24.3
2014,Purmerend,43.0
2014,Putten,27.8
2014,Raalte,26.8
2014,Reimerswaal,22.6
2014,Renkum,38.0
2014,Renswoude,22.3
2014,Reusel-De Mierden,27.7
2014,Rheden,51.4
2014,Rhenen,31.0
2014,Ridderkerk,41.0
2014,Rijnwaarden,42.4
2014,Rijnwoude,0.0
2014,Rijssen-Holten,19.0
2014,Rijswijk (ZH.),64.7
2014,Roerdalen,40.3
2014,Roermond,65.4
2014,Roosendaal,53.0
2014,Rotterdam,105.3
2014,Rozendaal,9.5
2014,Rucphen,33.9
2014,Schagen,27.5
2014,Schermer,33.0
2014,Scherpenzeel,17.4
2014,Schiedam,76.9
2014,Schiermonnikoog,2.4
2014,Schijndel,31.0
2014,Schinnen,30.1
2014,Schoonhoven,34.2
2014,Schouwen-Duiveland,33.4
2014,Simpelveld,30.5
2014,Sint Anthonis,25.4
2014,Sint-Michielsgestel,20.3
2014,Sint-Oedenrode,25.0
2014,Sittard-Geleen,57.3
2014,Skarsterlân,0.0
2014,Sliedrecht,32.5
2014,Slochteren,28.7
2014,Sluis,38.3
2014,Smallingerland,45.6
2014,Soest,36.1
2014,Someren,31.2
2014,Son en Breugel,26.4
2014,Spijkenisse,60.5
2014,Stadskanaal,58.7
2014,Staphorst,18.8
2014,Stede Broec,35.1
2014,Steenbergen,33.0
2014,Steenwijkerland,38.4
2014,Stein (L.),34.9
2014,Stichtse Vecht,25.5
2014,Strijen,21.6
2014,Súdwest-Fryslân,38.7
2014,Ten Boer,28.9
2014,Terneuzen,45.9
2014,Terschelling,24.0
2014,Texel,36.9
2014,Teylingen,16.8
2014,Tholen,27.5
2014,Tiel,55.4
2014,Tilburg,60.8
2014,Tubbergen,16.8
2014,Twenterand,33.5
2014,Tynaarlo,23.0
2014,Tytsjerksteradiel,30.8
2014,Ubbergen,30.0
2014,Uden,40.0
2014,Uitgeest,21.5
2014,Uithoorn,37.9
2014,Urk,17.4
2014,Utrecht (gemeente),54.1
2014,Utrechtse Heuvelrug,26.1
2014,Vaals,75.2
2014,Valkenburg aan de Geul,38.2
2014,Valkenswaard,37.8
2014,Veendam,50.5
2014,Veenendaal,42.9
2014,Veere,22.2
2014,Veghel,29.9
2014,Veldhoven,31.9
2014,Velsen,41.4
2014,Venlo,60.4
2014,Venray,46.3
2014,Vianen,33.9
2014,Vijfheerenlanden,0.0
2014,Vlaardingen,71.7
2014,Vlagtwedde,44.8
2014,Vlieland,11.4
2014,Vlissingen,56.8
2014,Vlist,21.2
2014,Voerendaal,36.1
2014,Voorschoten,28.3
2014,Voorst,22.1
2014,Vught,27.1
2014,Waadhoeke,0.0
2014,Waalre,21.9
2014,Waalwijk,36.1
2014,Waddinxveen,28.1
2014,Wageningen,39.8
2014,Wassenaar,32.8
2014,Waterland,19.9
2014,Weert,43.9
2014,Weesp,45.7
2014,Werkendam,22.7
2014,West Betuwe,0.0
2014,West Maas en Waal,26.6
2014,Westerkwartier,0.0
2014,Westerveld,33.5
2014,Westervoort,65.8
2014,Westerwolde,0.0
2014,Westland,30.6
2014,Weststellingwerf,40.6
2014,Westvoorne,28.6
2014,Wierden,22.1
2014,Wieringen,0.0
2014,Wieringermeer,0.0
2014,Wijchen,31.3
2014,Wijdemeren,24.8
2014,Wijk bij Duurstede,25.8
2014,Winsum,29.1
2014,Winterswijk,38.6
2014,Woensdrecht,34.2
2014,Woerden,25.8
2014,Wormerland,34.7
2014,Woudenberg,24.3
2014,Woudrichem,21.3
2014,Zaanstad,53.3
2014,Zaltbommel,25.8
2014,Zandvoort,59.6
2014,Zederik,17.2
2014,Zeevang,30.4
2014,Zeewolde,31.4
2014,Zeist,42.9
2014,Zevenaar,36.2
2014,Zijpe,0.0
2014,Zoetermeer,61.2
2014,Zoeterwoude,18.3
2014,Zuidhorn,20.2
2014,Zuidplas,25.6
2014,Zundert,33.5
2014,Zutphen,52.6
2014,Zwartewaterland,16.4
2014,Zwijndrecht,56.2
2014,Zwolle,40.9
2014,het Bildt,36.0
2015,'s-Gravenhage (gemeente),76.3
2015,'s-Hertogenbosch,44.3
2015,Aa en Hunze,25.1
2015,Aalburg,17.9
2015,Aalsmeer,19.4
2015,Aalten,23.4
2015,Achtkarspelen,39.7
2015,Alblasserdam,26.1
2015,Albrandswaard,23.1
2015,Alkmaar,40.3
2015,Almelo,58.9
2015,Almere,53.4
2015,Alphen aan den Rijn,28.8
2015,Alphen-Chaam,21.4
2015,Altena,0.0
2015,Ameland,15.8
2015,Amersfoort,35.3
2015,Amstelveen,27.3
2015,Amsterdam,87.7
2015,Anna Paulowna,0.0
2015,Apeldoorn,38.9
2015,Appingedam,71.4
2015,Arnhem,68.7
2015,Assen,44.0
2015,Asten,30.9
2015,Baarle-Nassau,42.2
2015,Baarn,31.2
2015,Barendrecht,21.5
2015,Barneveld,19.5
2015,Bedum,34.3
2015,Beek (L.),35.9
2015,Beekdaelen,0.0
2015,Beemster,28.1
2015,Beesel,33.8
2015,Bellingwedde,46.1
2015,Berg en Dal,0.0
2015,Bergambacht,0.0
2015,Bergeijk,22.4
2015,Bergen (L.),30.8
2015,Bergen (NH.),26.6
2015,Bergen op Zoom,53.7
2015,Berkelland,25.5
2015,Bernheze,23.1
2015,Bernisse,0.0
2015,Best,23.4
2015,Beuningen,28.4
2015,Beverwijk,46.7
2015,Binnenmaas,20.7
2015,Bladel,22.6
2015,Blaricum,33.4
2015,Bloemendaal,21.1
2015,Boarnsterhim,0.0
2015,Bodegraven-Reeuwijk,26.0
2015,Boekel,24.0
2015,Borger-Odoorn,33.7
2015,Borne,29.3
2015,Borsele,22.9
2015,Boskoop,0.0
2015,Boxmeer,24.3
2015,Boxtel,35.6
2015,Breda,43.1
2015,Brielle,30.7
2015,Bronckhorst,25.2
2015,Brummen,31.1
2015,Brunssum,64.3
2015,Bunnik,15.0
2015,Bunschoten,20.7
2015,Buren,28.4
2015,Bussum,26.8
2015,Capelle aan den IJssel,64.4
2015,Castricum,18.6
2015,Coevorden,44.2
2015,Cranendonck,28.2
2015,Cromstrijen,16.5
2015,Cuijk,31.8
2015,Culemborg,34.6
2015,Dalfsen,21.1
2015,Dantumadiel,34.8
2015,De Bilt,29.8
2015,De Friese Meren,31.7
2015,De Fryske Marren,0.0
2015,De Marne,42.6
2015,De Ronde Venen,26.4
2015,De Wolden,27.3
2015,Delft,62.6
2015,Delfzijl,68.3
2015,Den Helder,60.3
2015,Deurne,35.5
2015,Deventer,45.2
2015,Diemen,50.1
2015,Dijk en Waard,0.0
2015,Dinkelland,17.3
2015,Dirksland,0.0
2015,Doesburg,61.7
2015,Doetinchem,37.9
2015,Dongen,25.8
2015,Dongeradeel,45.2
2015,Dordrecht,56.5
2015,Drechterland,23.8
2015,Drimmelen,19.8
2015,Dronten,38.7
2015,Druten,30.2
2015,Duiven,29.7
2015,Echt-Susteren,33.0
2015,Edam-Volendam,13.9
2015,Ede,30.3
2015,Eemnes,26.1
2015,Eemsdelta,0.0
2015,Eemsmond,48.0
2015,Eersel,22.3
2015,Eijsden-Margraten,20.4
2015,Eindhoven,56.6
2015,Elburg,21.6
2015,Emmen,53.0
2015,Enkhuizen,40.6
2015,Enschede,69.9
2015,Epe,32.3
2015,Ermelo,23.0
2015,Etten-Leur,34.1
2015,Ferwerderadiel,29.4
2015,Franekeradeel,37.6
2015,Gaasterlân-Sleat,0.0
2015,Geertruidenberg,27.6
2015,Geldermalsen,21.8
2015,Geldrop-Mierlo,38.8
2015,Gemert-Bakel,28.6
2015,Gennep,27.9
2015,Giessenlanden,18.2
2015,Gilze en Rijen,37.5
2015,Goedereede,0.0
2015,Goeree-Overflakkee,21.1
2015,Goes,31.5
2015,Goirle,26.5
2015,Gooise Meren,0.0
2015,Gorinchem,42.1
2015,Gouda,45.6
2015,Graafstroom,0.0
2015,Graft-De Rijp,0.0
2015,Grave,26.6
2015,Groesbeek,30.1
2015,Groningen (gemeente),72.7
2015,Grootegast,31.5
2015,Gulpen-Wittem,25.0
2015,Haaksbergen,26.8
2015,Haaren,18.6
2015,Haarlem,42.5
2015,Haarlemmerliede en Spaarnwoude,25.9
2015,Haarlemmermeer,24.4
2015,Halderberge,37.8
2015,Hardenberg,26.6
2015,Harderwijk,35.6
2015,Hardinxveld-Giessendam,17.5
2015,Haren,21.7
2015,Harenkarspel,0.0
2015,Harlingen,48.0
2015,Hattem,21.4
2015,Heemskerk,42.1
2015,Heemstede,17.5
2015,Heerde,19.4
2015,Heerenveen,35.9
2015,Heerhugowaard,29.9
2015,Heerlen,92.2
2015,Heeze-Leende,18.7
2015,Heiloo,17.1
2015,Hellendoorn,26.1
2015,Hellevoetsluis,39.3
2015,Helmond,52.7
2015,Hendrik-Ido-Ambacht,20.2
2015,Hengelo (O.),47.0
2015,Het Hogeland,0.0
2015,Heumen,20.2
2015,Heusden,30.3
2015,Hillegom,31.6
2015,Hilvarenbeek,20.2
2015,Hilversum,39.3
2015,Hoeksche Waard,0.0
2015,Hof van Twente,25.5
2015,Hollands Kroon,29.5
2015,Hoogeveen,42.8
2015,Hoogezand-Sappemeer,66.3
2015,Hoorn,46.0
2015,Horst aan de Maas,21.8
2015,Houten,18.7
2015,Huizen,31.7
2015,Hulst,27.0
2015,IJsselstein,30.6
